Gene_id,GB-12-6_S45,GB-12-5_S44,GB-12-13_S47,GB-12-15_S48,GB-18-1_S41,GB-18-2_S42,GB-18-3_S43,SB-18-8-S46
jg21679,324,627,298,272,149,236,202,235
jg32702,0,0,0,0,0,0,0,0
jg22865,0,0,0,0,0,0,0,0
jg7177,1,2,7,16,18,7,10,10
jg37043,3,1,0,1,0,1,1,0
jg5334,30,66,1,2,0,1,1,0
jg25378,3769,7814,3208,5569,3746,1127,6026,5931
jg35872,0,0,0,0,0,0,0,0
jg31579,711,747,240,204,578,269,871,183
jg12276,15845,25684,8,19,9,8,8,1
jg21018,141,180,254,169,114,162,182,193
jg4903,994,2266,1186,2444,1768,240,2680,2459
jg18541,0,0,5,15,2,17,5,9
jg27791,365,448,70,38,441,259,753,138
jg33248,8,18,36,20,13,14,33,26
jg33440,0,0,4,0,5,0,7,0
jg1502,10,0,4,38,28,35,47,3
26499_g,0,0,0,0,0,0,0,0
jg23146,0,0,1,0,0,0,0,0
jg34345,6,9,0,0,1,2,0,0
jg4055,1367,1787,1515,1058,736,1392,1190,1174
jg4531,3,26,1,1,5,1,12,3
jg14353,0,0,0,0,0,0,0,0
jg26219,0,0,0,0,0,0,0,0
17229_g,3,0,0,0,0,0,4,0
jg24087,733,1136,940,807,575,602,1551,1421
jg18513,0,10,0,0,0,0,0,2
jg29094,0,0,0,0,0,0,0,0
jg35629,7172,13104,1701,864,1065,1557,1439,1574
jg19254,0,9,0,0,0,1,0,0
jg14383,0,1,4,6,0,3,2,2
jg30923,5,10,0,4,2,1,2,3
jg2893,44,95,31,85,27,33,73,79
jg33263,1,0,0,0,0,0,0,0
jg5908,194,509,250,314,245,151,266,430
jg5720,354,642,567,807,445,950,392,89
jg22997,1,0,0,0,0,0,0,0
jg34664,79,49,128,159,77,196,92,112
jg32632,5,2,1,0,1,0,0,0
jg25837,14,5,0,16,0,1,5,0
jg1198,294,704,330,358,545,457,558,713
jg20265,0,0,0,0,0,0,0,0
jg20835,0,0,0,0,0,0,1,4
jg31135,360,1316,390,1389,822,4,1165,1283
25243_g,0,0,1,0,0,0,0,0
jg22031,24,57,137,288,261,1,514,321
jg32374,0,0,0,1,0,0,0,0
jg27473,74,83,75,32,41,41,67,72
jg23656,133,57,1,3,40,66,30,13
jg23347,0,0,1,2,1,0,2,5
jg20509,0,0,0,0,0,0,1,0
jg4897,2,4,11,7,0,9,1,3
jg6901,17,65,2,2,4,2,2,0
16073_g,0,0,0,0,0,0,0,0
jg10477,51,193,99,86,69,63,143,88
jg1442,758,1235,1592,1352,616,1764,1793,1424
jg8635,1,0,0,6,2,0,0,1
jg25330,443,716,581,717,393,538,846,775
jg11689,4931,7049,15,458,415,55,90,28
jg14380,56,10,2,0,2,4,6,10
jg22655,0,0,0,0,0,0,0,0
jg13607,2,4,4,15,6,0,4,2
jg7727,1,0,0,0,0,0,0,0
jg14752,65,79,323,427,47,178,155,474
jg31987,0,0,0,0,1,3,0,0
jg25834,0,0,0,0,0,0,0,0
jg27108,0,0,0,0,0,0,0,0
jg16175,373,391,216,569,459,43,620,707
jg29523,23,11,11,9,1,4,11,4
jg5212,405,1016,1143,913,908,545,1017,1304
jg32077,0,6,1,1,0,0,0,5
jg37630,3,1,1,0,0,0,0,0
jg28976,11,5,15,6,7,7,12,2
jg13511,1873,5542,2711,4258,2842,1102,4687,4684
jg5615,5,4,12,28,15,56,13,2
jg25218,1,1,6,2,5,10,13,7
jg35298,0,0,0,0,2,0,0,4
jg29836,0,0,0,0,0,0,0,0
jg4347,1038,2023,1008,1055,778,962,1496,1548
jg21495,0,0,0,0,0,0,1,0
jg13822,0,0,0,0,0,0,1,0
jg25230,7160,7109,7261,5512,4132,4005,7700,11508
jg21556,2,0,0,2,0,0,1,3
jg12421,501,716,779,632,463,451,813,845
jg23872,0,0,0,0,0,0,0,2
jg13156,0,1,4,4,0,4,4,3
jg19773,1933,3580,971,1989,1930,283,2850,2493
jg26471,316,785,0,11,24,1,3,21
jg12437,155,112,71,26,3,24,14,9
18744_g,0,0,0,0,0,0,0,0
jg25916,2,0,0,0,0,5,1,3
jg11351,4,33,77,20,71,0,223,138
jg8626,36266,1728,1293,55,27,126,166,35
jg4400,773,1109,1370,1085,459,1770,786,936
jg12141,0,0,0,0,0,0,0,1
jg3721,47,26,18,46,10,3,18,2
jg6438,0,0,0,0,0,0,0,0
jg28087,29,36,47,39,23,37,54,72
16944_g,0,0,2,1,1,0,3,0
jg1951,154,163,31,68,60,14,109,69
jg8957,0,2,7,2,1,10,4,4
jg31037,0,7,0,2,2,0,0,2
jg8697,47,91,198,173,65,108,114,157
jg18535,123,377,83,163,107,142,207,102
jg5643,5,15,29,9,17,11,30,11
jg15385,768,1447,855,1199,856,720,1348,1423
jg29918,1025,3072,1917,2937,1940,1468,3151,2724
jg3053,1,0,8,0,0,0,1,0
jg625,0,0,0,0,0,0,1,0
jg18073,16,156,21,18,90,6,49,802
jg18159,6,16,7,12,4,2,6,14
jg16610,0,0,4,57,0,3,39,7
jg23878,63,52,94,66,26,114,82,56
jg33702,0,0,0,0,4,0,0,1
jg22592,2319,4645,2970,3798,3371,1758,4610,4653
jg4592,12,9,2,9,4,0,3,17
jg29583,1995,5487,1461,3942,3006,1,4498,4976
jg19973,596,1560,2143,1486,1431,1474,998,1246
jg20153,0,0,0,0,0,0,0,0
jg25701,0,0,0,1,0,0,0,0
jg37228,0,1,0,0,0,2,0,0
jg36247,11,8,30,41,31,17,31,35
jg36188,0,0,0,0,1,0,0,0
jg33224,342,1016,427,843,639,4,833,955
jg28936,0,0,0,0,0,0,0,2
jg22295,0,0,0,0,0,0,0,0
jg19472,0,0,46,316,205,0,227,402
jg19319,7113,15102,8904,7408,15797,26643,23599,16911
35101_g,0,0,0,0,0,0,0,0
jg20190,0,0,0,0,0,0,1,0
jg10126,186,67,19,4,0,5,2,0
jg22738,2651,4549,4773,4485,3224,5524,5613,5217
jg14779,9,20,70,11,8,17,1,72
jg6701,2,22,1,0,0,1,0,0
jg6283,1,2,4,8,3,4,1,0
jg35627,104,123,8,26,18,8,33,21
jg36689,232,401,366,333,302,380,387,503
jg27462,0,0,0,0,0,0,0,0
4112_g,0,0,0,0,0,0,0,0
jg19121,0,0,0,0,4,0,0,0
jg23774,0,1,1,2,3,0,1,14
jg2727,0,0,0,0,2,0,0,0
jg27172,41,76,89,40,25,39,56,98
jg12060,24,54,22,47,21,32,40,50
33261_g,3,1,3,1,1,1,8,1
jg28779,2,12,48,47,18,16,0,45
jg32200,0,0,0,0,1,0,0,0
jg17373,14,76,252,169,67,146,78,127
jg24125,0,2,0,2,0,0,0,0
jg18120,0,0,0,0,0,0,0,0
jg17362,208,347,249,188,227,395,404,302
jg4299,0,0,2,1,0,2,0,1
jg18056,0,0,0,0,0,0,0,0
jg18598,766,1107,423,754,603,45,974,923
jg7429,9,22,20,6,14,38,12,24
jg24218,17,7,25,17,20,26,23,7
jg22302,2423,5320,1662,3225,2673,535,3140,3853
jg26773,3,28,4,11,9,1,11,12
14040_g,0,0,1,0,1,3,2,1
jg3983,2273,5288,1445,2818,1716,24,2216,3866
jg2101,0,0,0,0,0,0,0,0
jg21767,257,390,354,350,224,430,225,540
jg21490,5,37,7,16,20,7,16,22
jg20547,0,0,0,0,0,0,0,0
jg5613,5,10,0,0,0,6,4,1
jg30928,2,22,1,1,2,4,1,3
jg16126,890,1982,1315,1342,762,1605,1632,1339
jg35203,0,0,0,0,0,0,10,0
jg16853,232,398,234,471,306,145,294,180
jg8565,602,1443,4755,3536,2457,3149,2787,2496
jg29391,0,1,3,5,0,1,2,2
jg7130,0,0,0,0,0,0,0,0
jg25093,5890,1660,3767,477,1096,1652,1266,812
jg3434,6447,10886,2264,3641,3662,4,5720,5877
jg31497,0,0,0,1,0,0,1,0
10968_g,0,0,0,0,0,0,0,0
jg24027,6,37,2,2,0,0,0,1
jg30665,1,1,4,0,2,5,28,5
jg21425,113,51,51,64,896,26,785,104
jg29242,6,18,0,0,0,0,0,0
jg472,1,1,1,0,0,0,0,0
jg5706,554,1119,835,1059,861,715,1083,1198
jg531,3,6,1,0,2,0,2,0
jg28469,243,470,362,359,211,343,318,600
jg18040,1,0,0,0,0,0,0,2
jg35562,5,11,20,15,12,18,21,19
jg9013,0,1,0,4,0,0,0,0
jg20060,0,0,0,0,0,2,0,0
jg30879,0,0,0,0,0,0,0,0
jg7140,0,2,3,2,3,1,2,1
jg14814,1,25,2,9,7,9,12,12
jg12758,11363,23640,9664,13979,9752,4573,15548,19395
jg37591,4,0,2,1,3,4,0,2
jg36511,0,9,0,0,0,0,0,0
jg30454,0,1,0,0,1,0,2,0
jg30723,1,4,1,1,4,2,9,3
jg32853,2,4,1,0,2,0,7,0
jg28968,1,2,0,0,0,0,0,0
jg28627,0,7,10,30,9,9,12,18
jg5605,4,4,0,0,3,2,1,1
jg1132,1,1,0,0,0,0,0,0
jg8523,123,215,171,229,228,55,288,305
jg22594,3885,5750,4702,4290,3154,4735,4551,5186
jg36410,214,640,478,703,420,84,734,633
jg24354,9580,15646,3799,5942,5087,299,7978,8352
34572_g,0,0,0,0,0,0,0,0
jg8417,59,8,23,114,0,7,8,28
jg3125,1,0,0,0,0,0,1,0
jg1269,0,0,0,0,0,0,0,0
jg16233,54,49,88,74,60,60,147,107
jg2096,166,375,425,553,346,259,528,485
jg30900,0,25,5,2,4,12,5,2
jg34325,0,0,1,10,0,5,8,1
jg34216,38,11,8,29,15,1,22,14
jg9552,6,0,0,0,2,0,0,0
jg1995,0,0,0,2,0,0,0,0
jg26038,453,1116,249,648,284,73,586,542
jg15073,3,0,1,26,1,3,3,2
jg9871,0,0,0,0,0,1,0,0
jg18550,11,45,108,112,95,39,161,83
jg32813,110,251,326,371,238,392,402,426
jg28514,12,15,5,11,20,0,49,11
jg28106,0,3,8,13,13,1,52,6
jg6084,0,0,0,1,0,0,3,1
jg2050,326,788,600,661,444,513,810,766
jg22506,23,22,8,5,42,4,28,6
jg19800,56,258,152,293,182,21,218,210
jg4474,4233,7193,1859,3207,2797,3,4056,4603
jg29848,10,21,9,0,0,12,3,3
jg22143,1,0,0,3,0,0,3,7
jg17634,604,591,2223,685,232,1445,709,1180
jg24161,0,0,0,0,0,0,0,1
jg5555,0,0,0,0,0,0,0,0
jg9516,130,92,281,192,187,192,133,37
jg19375,0,1,5,3,5,3,3,2
jg29874,0,0,2,0,1,0,0,3
jg17007,225,273,13,16,3,6,16,7
jg23000,3,26,0,2,2,1,0,0
21434_g,5,9,10,9,15,3,10,11
19445_g,5,0,6,0,0,0,0,2
jg24854,1,12,0,0,0,0,0,1
jg13496,160,542,141,270,264,68,284,233
jg7237,117,6,0,0,14,6,1,13
jg32645,0,8,1,0,2,0,0,11
jg875,0,0,4,0,0,0,1,0
jg24020,0,0,0,0,28,0,0,0
jg30329,0,0,0,0,0,0,0,0
jg17860,1,2,0,0,0,0,3,0
jg6356,128,112,98,1490,1920,84,1365,63
11189_g,0,0,0,0,0,0,0,0
jg14053,13,24,17,15,5,17,11,25
jg3082,1595,2666,625,378,1308,1215,2721,952
jg11038,0,1,2,8,23,1,18,4
jg30103,46,92,52,163,92,9,204,122
jg8997,2,0,0,0,0,0,0,0
jg26333,0,0,3,3,1,1,0,0
jg21454,1,3,0,0,0,0,0,1
jg4621,16,17,5,9,20,31,7,11
jg36551,168,266,102,174,263,70,252,212
jg28176,9,26,6,7,4,0,2,0
jg21194,8491,14013,3358,5330,5283,1,7463,8873
jg724,28,29,8,18,19,4,38,49
jg8938,6,4,0,0,0,0,0,0
jg31464,0,0,0,1,0,0,1,1
jg13988,164,326,175,218,218,92,278,242
jg33525,1,44,1,1,1,0,2,0
jg2709,90,84,183,144,95,144,92,169
jg29244,119,423,403,212,92,217,153,149
jg8509,6,10,0,0,0,1,2,1
jg14250,169,180,110,64,49,97,66,80
jg33476,0,0,0,0,0,0,0,0
jg6507,47,198,71,49,197,121,157,20
jg9524,2,60,10,64,55,7,230,99
jg32341,15,45,9,12,14,12,2,22
jg1304,7,18,18,20,20,5,35,30
jg25497,89,181,20,25,54,0,78,68
jg21428,131,162,413,235,122,158,299,681
jg7184,7,9,11,16,11,33,17,22
jg1004,0,0,0,0,0,0,0,0
jg5917,2,0,0,0,0,4,0,0
jg1501,2828,6158,2557,5344,3782,1238,7123,6347
jg20909,476,748,1211,981,607,1055,1150,1060
jg35923,0,0,0,0,0,0,0,4
jg23296,217,238,167,171,95,186,195,190
jg37299,0,0,1,0,0,2,0,0
jg17865,1,9,0,3,1,0,4,2
jg17730,0,0,0,0,0,0,0,0
jg16256,0,40,0,0,0,0,15,0
jg5042,4061,6583,3040,2616,4258,5003,4760,3939
jg35459,13,13,22,21,16,6,9,18
jg933,41,10,21,42,27,4,23,34
jg22306,19,42,23,63,40,10,54,46
jg4113,10,34,10,23,15,15,16,4
jg9122,0,0,0,0,0,0,0,0
jg34225,0,0,0,0,0,0,0,0
jg7817,8115,17549,5585,7036,5109,22,8626,9432
jg27218,0,0,0,0,0,0,0,0
jg7608,2,1,0,4,0,0,6,0
jg945,3272,6581,1445,2660,2509,2,4055,4174
jg8371,157,142,1320,812,471,1371,783,113
jg26431,32,75,39,21,29,44,72,30
jg35142,2,0,7,3,3,12,17,7
jg8062,2,3,0,0,0,0,2,1
jg18628,0,0,0,0,0,0,0,0
jg27531,3,12,4,2,5,2,4,3
jg34653,1,0,0,1,2,0,0,0
jg32745,16,25,42,70,8,8,30,15
jg35332,42,17,4,38,29,0,50,25
jg8312,5,1,2,9,3,0,10,23
jg14322,17,44,30,60,39,12,32,70
jg28672,0,0,0,0,0,0,0,1
jg18134,0,0,2,3,1,6,2,5
jg37456,20,31,10,37,4,15,15,23
jg35162,0,0,2,0,0,0,1,0
jg16629,1,5,9,8,4,13,6,3
jg21725,64,86,100,105,658,120,96,99
jg33,99,172,74,80,24,49,87,69
jg18808,51,67,138,58,76,93,137,162
jg3430,35,40,12,13,11,2,30,8
jg18829,0,0,1,0,0,0,0,0
jg12980,3102,4051,1772,1377,1675,1994,2275,1488
jg35759,0,0,0,0,0,0,0,0
jg4091,38,122,43,69,37,68,69,84
jg29394,302,773,1417,1112,445,581,657,1410
jg35366,0,1,0,0,0,0,2,0
jg34427,203,1,115,93,98,122,305,240
jg31849,249,453,330,233,278,479,315,545
jg35111,2,13,0,4,3,0,2,5
jg37409,0,3,0,0,0,0,0,2
jg35212,255,337,399,264,237,281,419,474
jg3743,375,577,360,446,336,225,490,598
jg27102,0,2,0,0,0,0,0,0
jg33113,0,0,0,0,0,0,0,0
jg649,0,2,4,0,0,0,0,0
jg35928,31,11,58,30,183,23,40,44
jg19810,0,0,0,0,0,0,2,0
jg33000,1,4,4,5,0,0,0,0
jg12609,0,0,12,25,12,4,26,14
jg24130,777,1024,876,683,583,954,1141,856
20741_g,1,3,4,2,1,6,5,4
37707_g,0,0,0,0,0,0,0,0
jg36923,789,1554,937,1045,885,885,1316,1398
jg32687,60,141,25,49,43,14,30,49
jg11951,2,0,7,0,0,1,0,0
jg26328,0,0,0,0,0,0,0,0
jg18408,2941,4701,1894,2800,2520,475,3917,4603
jg12622,7743,8977,35105,55704,28083,84939,46502,34717
jg12534,245,296,80,386,157,324,516,622
jg34549,0,0,2,1,0,1,3,1
jg13472,2,3,26,0,2,4,4,1
jg4817,19,11,16,12,13,6,18,10
jg34419,3039,6591,2167,4357,3043,30,4980,4726
jg16635,197,614,379,241,316,308,310,325
jg17492,425,940,1815,1158,2138,294,1379,1634
jg5008,2,6,1,0,0,0,1,0
jg6677,0,0,0,0,0,1,0,0
jg6154,2,7,2,0,0,0,0,0
jg22558,156,523,102,139,175,91,235,241
jg20249,0,0,0,0,0,0,0,0
jg1750,836,1862,675,1396,1008,19,1437,1530
jg15180,129,292,606,440,328,385,320,610
jg17652,416,7,2,0,0,0,0,2
jg23815,0,0,0,0,0,0,0,0
jg26315,15,13,2,0,1,0,3,0
jg6328,250,858,249,779,705,13,938,802
jg33873,0,1,14,27,13,6,14,45
30547_g,0,0,1,0,7,0,0,0
30636_g,0,0,0,0,0,0,0,0
jg35390,263,961,356,390,412,179,416,593
jg11857,21,2,0,0,0,0,0,1
jg22339,0,0,0,0,0,0,0,0
37733_g,23,48,17,11,40,21,23,16
jg1447,182,247,125,139,146,232,340,195
jg37028,0,0,0,0,0,0,0,0
jg11543,0,0,1,0,3,0,0,0
jg24481,1,4,0,0,0,1,0,0
jg23317,29,49,8,10,7,26,17,12
jg26152,1,0,8,1,2,13,10,1
jg16047,0,6,3,2,0,0,3,1
jg29096,0,0,0,0,0,0,0,0
jg26304,152,151,121,17,22,38,32,7
jg19393,3,15,0,3,5,0,8,4
jg34974,0,1,0,2,0,0,0,0
jg21587,0,7,11,6,4,13,6,15
jg31008,1258,2515,710,1090,910,1,768,1498
jg1161,2,0,0,1,6,2,0,0
jg15317,11,11,6,20,17,3,25,31
jg18581,0,0,0,0,0,0,3,0
jg14834,0,0,0,3,1,3,6,5
jg20661,0,0,0,0,1,0,0,1
jg22851,0,0,0,0,0,0,0,0
jg35442,594,1025,212,212,567,444,984,475
jg15704,0,0,0,0,0,0,0,0
jg31732,0,0,5,4,0,2,2,0
jg25020,12358,21390,15328,12288,11040,15762,15904,19711
21036_g,0,0,0,0,0,0,0,0
jg27904,15,38,12,14,11,0,9,20
jg10996,7,11,16,8,4,2,6,8
jg13591,32,36,32,39,30,20,46,40
jg22466,1187,2045,752,1340,974,33,1530,1472
jg506,44,95,120,183,109,157,89,281
jg6835,2226,3890,411,598,372,493,439,418
jg26526,0,0,0,0,0,0,0,0
jg25632,0,0,0,1,0,0,0,0
jg15790,13,25,15,10,25,1,21,29
34228_g,0,0,0,0,0,0,0,0
jg22518,38,3,0,2,0,0,0,1
jg3123,2401,4427,3126,3272,2778,2776,3800,4899
jg11776,3712,6264,2974,4210,3601,1876,6047,5651
jg28501,0,0,0,0,0,0,0,0
jg3348,6,0,0,0,0,0,0,0
jg19563,6,1,8,22,7,7,5,13
jg5683,0,1,0,0,0,0,3,1
35205_g,0,0,0,0,0,0,0,0
jg21408,2,0,1,0,2,0,0,0
jg22162,7,1,15,41,22,1,15,11
jg26826,1,0,0,0,0,0,0,0
965_g,8,10,0,11,7,1,11,7
jg25614,12,23,1,39,8,2,3,4
31037_g,174,516,248,324,182,84,440,449
jg3984,2109,4323,4877,4626,2830,5325,4716,4492
jg1245,144,2,19,19,13,14,45,2
jg29579,23,28,110,45,37,34,43,79
jg30300,0,0,0,0,0,0,3,0
jg8402,5,61,1,0,0,1,6,5
jg35607,1,14,3,0,1,6,3,3
jg17511,30,44,42,25,2,28,13,20
jg16605,0,0,0,0,0,0,3,1
jg31974,0,0,0,0,0,0,4,0
jg1235,5,5,6,7,2,9,2,2
jg8047,22,13,2,12,5,3,3,11
jg10429,0,0,0,0,0,0,0,0
jg2514,665,1139,266,391,322,1,437,461
jg15128,0,1,0,0,2,0,0,0
jg14644,3,27,9,13,16,7,14,23
jg26001,0,2,0,1,0,0,0,0
jg226,45,77,47,65,37,49,47,93
jg24821,18,26,8,11,5,8,11,6
jg13805,12,40,30,45,21,45,31,56
jg27946,128,173,174,147,114,125,289,190
jg17544,12440,22966,5706,9301,8116,261,14699,13229
12377_g,0,0,0,0,0,0,0,0
jg36558,0,0,0,0,2,0,0,0
jg12449,1,0,4,0,0,1,0,1
jg23592,2,1,3,5,2,3,8,0
jg31972,1087,1937,179,350,366,169,365,132
jg35930,3,13,0,0,10,3,2,6
jg24380,0,0,0,0,0,0,0,0
jg2377,2828,6695,4356,6192,4216,3394,7332,6091
jg19710,4,5,2,0,1,0,3,2
jg27900,0,0,0,0,1,0,1,0
jg13836,495,581,527,440,309,525,690,715
jg5875,452,945,1051,928,670,819,1182,1209
jg29834,0,0,0,0,0,0,0,0
jg8977,9,54,29,17,22,31,22,27
jg36111,2,0,14,8,4,18,11,13
jg11326,0,0,1,0,0,0,1,3
jg36579,0,0,23,2,8,3,33,30
jg3143,0,0,0,0,0,0,0,2
jg37581,100,15,32,118,27,40,46,16
jg59,0,3,0,0,0,1,1,3
jg411,0,0,1,0,0,2,0,0
jg17297,191,207,196,174,76,54,174,255
jg12156,1,5,17,8,1,6,6,9
jg26977,720,136,9,46,37,186,55,64
jg31758,2,5,1,1,1,9,3,7
jg5460,0,0,40,53,0,38,12,0
jg18369,99,386,193,436,347,45,676,649
jg34086,873,1537,1588,833,951,2217,1311,1203
jg28443,0,0,1,3,2,0,5,0
jg17978,44,43,9,4,16,5,19,17
jg36836,33361,73117,18605,33441,29312,14,48881,51806
jg19362,0,2,0,0,0,0,0,0
jg4600,320,396,669,553,544,745,675,719
jg27860,1875,3962,1316,2864,1813,0,2745,2886
jg10392,0,0,0,0,0,0,0,0
jg21091,7,9,5,0,0,0,1,0
jg19645,0,0,0,0,1,0,13,17
jg19068,581,964,1133,1124,834,1002,926,1510
jg2104,989,3626,1935,2168,1515,2667,1624,1909
jg19228,7,15,376,365,156,547,161,23
jg1727,0,0,0,0,0,0,0,0
jg29738,0,0,0,0,0,1,0,0
m1-g30829,0,0,1,0,0,0,0,0
jg25193,0,0,0,0,0,0,0,0
jg34402,2,16,7,12,1,1,4,9
jg26965,237,629,231,495,329,58,464,570
jg14348,0,0,0,0,0,0,0,0
jg34424,0,0,0,0,0,0,0,0
jg26943,9,18,6,8,9,12,19,22
jg11702,460,1480,226,432,318,45,397,348
jg35760,12,43,35,30,28,13,27,29
jg12922,93,106,135,71,32,71,81,165
jg19846,6664,6976,6823,8508,10161,20343,13932,9865
26024_g,0,0,0,0,0,0,0,0
jg21813,7,15,4,3,8,6,4,5
jg14392,0,0,0,2,12,0,0,0
jg7314,1,0,0,0,0,0,0,0
jg33727,0,0,0,0,0,0,0,0
jg16548,642,947,2670,1955,721,1409,1015,2089
jg19886,1291,2385,1273,2230,1385,704,2137,2118
jg35088,24,81,5,28,32,2,23,44
jg3487,0,9,51,191,103,2,168,172
jg5120,0,6,2,1,2,3,3,1
jg13882,0,0,0,0,0,0,0,0
jg30512,0,0,2,0,1,3,0,0
jg28040,0,0,0,0,1,0,0,0
jg30959,1,16,0,0,3,1,0,7
jg15089,0,0,0,0,0,0,0,0
jg2682,8724,16354,6060,9763,9093,1635,11855,14536
jg31326,4,1,0,7,1,2,0,0
jg16189,0,0,0,0,0,0,0,0
jg20628,0,0,0,0,0,1,2,0
jg20468,0,0,3,0,0,2,1,3
jg4647,12,9,16,11,7,7,36,16
jg14703,0,0,0,0,0,0,0,0
jg7110,6839,17893,4921,7587,5469,222,9092,8994
jg36400,0,0,0,0,0,0,0,0
jg11388,15,19,1,1,4,3,6,14
jg32477,2272,3115,738,1337,898,634,1873,2161
jg21616,149,0,0,0,0,0,0,14
jg5139,988,2102,1321,1262,1106,1267,1716,1691
jg5847,4,16,0,0,5,2,0,0
jg35032,35393,56484,14247,23488,17117,17,27512,34084
jg31415,3,3,1,2,1,2,1,0
jg28183,0,0,3,2,1,1,3,1
jg14974,4601,7542,4803,4322,4416,7070,5599,9055
jg7366,84,131,74,50,35,110,56,72
jg16995,2336,5031,1715,4488,3182,183,4706,4490
jg29806,0,2,0,0,0,0,0,0
jg21464,62,70,45,38,32,56,42,44
jg27684,33,3,19,21,46,1,2,8
jg31800,0,0,0,0,0,0,0,0
jg211,0,0,0,0,0,0,0,0
jg22457,0,5,2,0,1,0,1,2
jg2543,359,815,599,671,549,658,827,777
jg15708,72,105,76,102,164,10,102,258
jg25334,19,48,3,8,5,0,21,13
36056_g,0,0,0,0,0,0,0,0
18063_g,0,0,0,0,0,0,0,0
jg14599,19,14,1,4,1,1,1,7
jg20423,0,0,0,0,0,0,0,0
jg24007,4,1,5,0,0,5,0,0
jg4515,0,2,3,14,8,0,10,7
jg28632,518,788,436,442,365,219,677,482
jg10114,1574,2908,798,1476,1440,5,1989,1845
13929_g,0,0,0,0,0,0,0,0
jg31492,0,0,2,0,0,0,0,0
jg7557,1,1,2,3,1,17,2,2
jg29748,14,13,4,4,6,14,3,5
jg13355,0,0,0,1,0,0,1,0
jg13340,57,81,68,122,23,23,59,49
jg21845,0,0,0,0,0,0,0,0
jg31241,0,0,1,0,0,0,0,0
jg36668,33,19,1860,481,582,3771,1513,416
jg37515,0,0,0,0,0,0,0,0
jg21271,10737,18102,12586,12747,9827,13203,14559,15603
jg6177,28,11,5,0,1,2,1,2
jg21338,4,1,0,0,0,1,0,0
jg7275,0,0,0,0,0,0,0,0
jg453,4,18,4,18,36,16,15,13
jg14741,64,61,22,52,27,16,34,23
jg19674,3,23,1,3,0,0,0,2
jg27511,1,1,4,2,2,1,0,3
jg27418,16,27,12,8,4,11,21,18
jg20394,0,0,0,0,0,0,2,0
jg6950,1,2,0,0,0,0,0,1
jg9423,0,0,0,0,0,0,0,1
jg36664,10030,11278,13194,6212,10425,14689,9806,7415
6061_g,0,0,0,0,0,0,0,0
jg13339,300,488,365,683,162,92,352,403
jg31183,0,0,0,0,0,0,3,0
jg16294,266,212,588,401,115,728,695,461
jg17803,0,0,0,1,0,2,0,1
jg23150,0,0,0,0,0,0,0,0
jg33143,2,0,7,5,6,3,7,0
jg3652,8,13,40,42,27,25,17,18
jg444,0,0,0,0,0,0,0,0
jg11986,4,0,2,5,2,5,2,3
jg15539,81,165,46,112,75,11,106,90
jg29928,2,8,27,9,6,11,5,10
jg36348,0,0,0,0,0,0,0,0
jg1871,20,50,484,13,7,12,42,1161
12659_g,0,0,0,0,0,0,1,0
jg20849,0,0,0,0,0,0,0,0
jg25626,831,1743,1262,1267,926,1077,1359,1713
jg31206,2,1,91,197,31,36,123,374
jg22660,0,0,2,0,0,0,52,23
jg12743,31,0,1,0,0,0,1,0
jg22885,1135,2358,1632,2476,1820,722,2674,2490
jg5431,2,6,23,12,8,3,31,25
jg10782,0,0,0,0,0,0,0,0
jg31076,0,0,0,0,0,0,0,0
jg27502,35,4,55,55,17,38,94,107
jg35588,0,0,0,0,0,0,0,0
jg19802,87,72,65,170,62,59,189,161
jg1005,4,56,3,3,2,4,7,4
jg9419,0,0,0,3,3,0,7,1
jg14931,160,273,308,334,261,89,366,430
717_g,0,0,0,0,0,0,0,0
jg33105,3,12,0,0,18,3,29,0
jg2784,97,248,858,469,157,653,308,470
jg25590,0,0,0,0,0,0,0,0
jg25023,0,0,0,0,0,0,0,0
jg33373,1,3,6,6,41,6,4,31
jg8579,4130,5598,4679,4130,2837,5613,4802,6442
jg12291,0,0,20,16,0,17,18,14
jg19859,27,93,105,57,42,63,79,145
jg24340,0,0,0,3,1,0,0,1
jg14389,2,3,9,5,4,6,5,10
jg12816,0,0,0,0,0,0,0,0
14026_g,0,0,0,0,0,0,0,0
jg25522,1062,2691,1983,1793,1149,1141,1964,2267
jg27089,103,207,0,0,7,0,7,1
jg21179,0,0,0,0,0,0,0,0
jg29521,0,2,0,0,0,0,0,0
jg3394,3688,7337,3084,2770,1844,3593,3540,3472
jg21087,0,1,0,0,0,0,0,0
jg26581,3,4,1,16,20,0,7,14
jg4680,695,1456,532,1145,769,111,1224,1069
jg32368,26,26,65,34,48,17,95,110
jg37074,0,0,0,0,0,0,0,0
jg26037,503,1095,306,705,289,52,519,580
jg30786,1,0,5,7,10,1,1,15
jg33010,3,0,0,0,0,0,0,0
jg36756,7,16,26,25,55,0,58,65
jg36239,26,21,54,33,16,63,32,51
jg22258,5,10,21,21,17,20,42,41
jg1355,92,293,182,329,212,168,379,375
jg6777,7,25,18,16,16,31,25,19
jg2775,69508,182102,34,141,23,68,56,63
jg26836,9,6,8,12,8,6,13,12
jg827,1,1,0,0,1,0,0,1
jg10378,84,148,180,156,115,132,137,228
jg12280,51,45,296,154,394,181,747,471
jg36913,170,94,523,424,355,629,451,154
jg12607,33,56,57,56,32,0,137,100
