Gene_id,GB-12-6_S45,GB-12-5_S44,GB-12-13_S47,GB-12-15_S48,GB-18-1_S41,GB-18-2_S42,GB-18-3_S43,SB-18-8-S46
jg27780,307,555,494,416,267,333,397,837
jg2810,0,10,4,41,20,2,24,6
jg27220,600,898,690,572,477,920,739,710
jg37429,813,2151,2143,3027,1441,1468,2198,3121
jg36031,0,0,0,0,0,0,0,0
jg25724,0,0,1,0,0,0,0,0
jg11365,63585,112081,104115,89723,58038,117335,103491,95603
jg12500,2,1,3,0,0,1,3,3
jg14836,0,0,0,0,0,0,1,6
jg30878,38,25,8,4,15,3,38,3
m1-g1972,0,4,0,0,1,0,2,2
jg12166,1,0,0,2,0,0,0,0
jg11261,2097,4063,3788,4618,3171,4630,5047,5177
jg23960,1,2,0,3,10,0,5,10
jg18396,43,89,11,45,53,1,41,50
jg30,482,1051,346,610,409,19,681,778
jg9068,13,35,11,6,0,19,5,2
jg3054,0,0,0,0,0,0,0,0
jg14061,380,638,708,695,457,1005,548,313
jg5645,0,0,0,1,2,0,1,0
jg29610,0,2,0,0,0,0,0,0
jg17198,29,1,1,3,0,1,0,0
jg4904,511,756,231,455,358,39,612,512
jg27100,0,0,0,0,0,0,0,0
jg25938,578,498,675,567,539,1263,758,325
jg16315,994,2898,1739,3583,2578,287,3845,3583
jg27743,3,5,0,1,0,0,1,9
jg22043,1,0,0,2,0,0,1,0
jg15278,0,0,0,0,0,0,0,0
21859_g,34,50,35,38,20,16,30,36
jg23839,32,27,56,16,9,23,14,38
jg5407,3,0,2,0,2,0,0,4
jg21655,0,4,0,0,0,0,0,0
jg30566,14,0,0,3,0,0,0,7
jg22389,113,66,58,53,4,10,2,39
jg23844,0,1,0,0,0,0,0,0
jg4003,27,25,20,17,11,47,15,15
jg29130,4,51,66,48,83,6,65,44
jg10430,19,16,64,64,41,33,28,42
jg29302,56,148,673,493,106,299,168,429
jg11517,26,77,25,61,72,0,54,19
jg31980,1146,2940,719,1999,1398,3,2314,2049
jg4490,2,24,17,15,8,1,1,11
jg23905,98,336,251,253,165,98,327,337
jg17514,285,460,71,198,113,20,317,122
jg1898,122,304,647,738,243,461,1201,446
jg2723,36,22,369,520,2,3,404,315
jg6748,1,7,0,0,2,7,0,1
jg24283,14,28,2,4,5,3,2,3
27050_g,0,0,0,0,0,0,0,0
jg22066,20,70,39,79,70,4,100,92
jg12805,61,109,97,119,73,34,161,136
jg17811,0,1,1,0,0,0,0,1
jg20143,0,0,0,1,0,0,0,1
jg24924,2,1,0,1,1,0,3,1
jg8772,2,2,0,0,0,0,1,0
jg34286,0,2,0,3,1,4,0,0
jg21266,26,70,49,71,20,85,53,31
jg36642,10,27,27,10,14,3,6,6
jg9328,146,310,356,228,230,254,224,214
jg13276,5,51,4,16,24,1,9,22
jg22419,0,0,0,0,0,0,0,0
jg27778,83,310,558,788,1580,990,1310,1652
19444_g,20072,555,486,25,37,11,68,12
jg28168,0,0,0,0,0,0,2,0
jg26568,3,3,2,14,22,1,0,24
jg15368,0,0,0,0,0,0,0,0
jg20778,0,0,0,0,0,0,0,0
jg18263,1,3,5,11,11,7,6,10
jg11118,0,0,0,0,0,0,0,0
jg1017,0,0,0,0,0,0,0,0
jg14815,0,4,0,3,4,0,2,4
jg17004,1,2,0,3,0,1,3,0
35835_g,0,0,0,0,0,0,0,0
jg24922,0,7,0,0,0,0,4,0
jg10373,0,0,0,0,0,0,2,0
jg4763,36,25,28,3,6,10,59,15
jg29068,7,34,20,43,26,8,28,39
jg36796,0,2,0,1,2,1,5,1
jg17674,12,105,199,30,111,15,78,134
jg13773,0,0,0,0,0,0,0,0
jg26043,397,917,221,597,286,49,441,564
jg34272,0,0,0,0,0,0,0,0
34818_g,0,0,0,0,0,0,0,0
jg36732,0,0,0,0,0,0,0,0
jg6046,4,4,0,0,1,0,0,0
jg3692,44,12,2,0,0,1,0,0
jg4732,3001,6201,1015,1938,1259,1,1742,2810
jg36409,0,0,0,0,0,0,1,0
jg31780,0,0,1,0,0,6,0,4
jg16677,24,15,8,8,20,6,26,0
jg24012,2,7,6,0,11,14,18,0
jg8920,0,0,0,0,3,2,0,0
jg34351,0,1,1,0,52,0,0,38
jg13045,0,0,2,0,0,0,0,0
jg6583,1712,5481,1406,2794,996,5,2673,3092
jg21388,0,0,0,5,0,2,0,0
jg27043,7617,7326,26150,9359,10852,18057,8628,2262
jg20638,0,0,0,0,1,0,0,1
jg26790,30,85,137,105,65,74,168,118
jg31885,15,30,429,371,138,119,542,145
jg30177,5,2,38,42,9,34,15,19
jg30199,0,4,5,3,4,1,5,6
jg4196,1,2,0,0,1,0,0,0
jg30463,2,13,3,15,0,0,6,0
jg2070,396,850,468,906,471,119,904,990
jg20320,0,0,0,0,0,0,0,0
jg21694,2,11,0,4,2,0,9,1
jg25840,14,8,6,11,4,2,2,6
jg28705,10,24,13,5,9,3,21,8
jg12264,16413,44226,68596,51944,13056,57200,26777,34435
jg9859,0,0,0,0,0,0,0,0
jg30501,51,39,2,3,3,0,4,2
jg3220,14,35,1,0,2,0,0,0
jg19551,610,1342,448,834,673,111,931,844
jg29330,1,0,3,12,5,2,19,4
jg15938,24,53,92,158,80,24,158,124
jg9598,2468,4942,4225,2334,2080,2792,2686,3823
jg8561,0,0,0,0,0,0,0,0
jg27686,792,189,12,2,24,4,68,28
jg33186,0,0,0,5,1,11,0,3
jg33928,20,10,40,27,36,26,39,57
jg3415,0,0,0,0,0,1,0,1
jg7664,3762,5503,6536,3168,4882,4230,5889,12633
jg26436,30,7,8,18,16,30,24,7
jg12471,195,401,325,243,262,533,386,413
jg4213,0,0,0,0,0,0,0,0
jg2964,0,1,0,1,0,1,0,0
jg25570,98,179,200,255,240,740,120,114
jg3523,21,5,0,0,0,0,0,0
jg31087,17,14,66,31,40,43,76,55
jg18694,3,4,0,0,0,0,0,0
jg29457,0,0,0,0,0,0,0,0
jg12073,0,9,4,2,15,5,9,14
jg29028,4,15,45,29,13,18,38,17
jg33735,12,22,42,71,23,59,69,108
jg28947,5617,11405,3659,6959,4513,2,6525,8302
jg13206,1,4,2,4,0,0,5,8
jg11241,63,250,13,25,14,0,6,19
jg16591,0,1,0,0,0,0,0,1
jg10447,0,0,0,0,0,0,0,0
jg20549,0,0,0,0,0,0,0,0
jg17069,4,0,0,1,1,1,0,0
jg34903,4,1,0,0,1,0,0,0
jg31909,0,0,0,0,0,0,0,0
jg34,69,103,1028,657,374,1019,731,998
jg18028,1,1,3,0,0,0,0,0
jg29492,2,19,0,2,1,8,2,1
jg8743,2,6,13,2,16,66,68,10
jg9088,8,17,4,10,5,3,14,7
jg27992,8,6,11,3,0,2,0,4
jg13343,2106,3342,3044,3329,1837,1746,2715,3130
jg28355,5,0,0,0,1,6,1,1
jg16733,295,205,0,0,2,0,1,0
jg6142,0,1,0,0,0,0,0,0
jg23845,1,0,2,1,1,0,4,1
jg35046,0,0,3,0,0,5,0,0
jg25824,0,0,0,0,0,0,0,0
jg27226,0,2,9,4,4,5,8,5
jg1891,18,23,31,35,38,13,35,48
jg37497,105,335,158,330,234,4,301,367
jg647,0,0,0,0,0,0,0,0
jg15022,2,0,1,3,0,2,1,2
jg14215,374,579,157,291,211,1,350,423
jg21122,0,0,0,0,0,0,3,1
18703_g,11,24,17,14,17,5,25,24
jg34547,5321,6320,14021,11853,6984,8816,8984,12246
jg29877,3124,4789,1146,695,1282,1417,1864,1870
jg16804,26,172,154,143,78,179,129,152
jg34246,5263,16810,8,7,0,2,4,4
m1-g31517,8,9,1,57,46,5,36,43
jg30829,0,0,0,4,0,0,2,0
jg27515,2,4,0,13,17,0,4,7
jg37446,2,0,14,4,7,23,6,14
jg10228,5,1,0,0,0,0,0,0
jg12179,1,2,7,6,3,7,39,12
jg26281,0,0,1,0,0,0,0,0
jg10722,11,18,46,33,7,28,10,20
jg16190,0,0,0,1,0,0,0,0
jg6626,2,9,6,2,1,2,4,5
jg26409,145,203,208,165,96,173,457,130
jg20260,0,0,0,0,0,0,2,0
jg3216,18,83,32,99,35,89,29,49
jg10720,0,1,0,0,0,0,0,0
jg15989,0,2,0,0,1,1,2,1
jg37590,0,0,0,0,0,0,0,0
jg4110,0,0,0,0,0,0,0,0
jg33447,1226,1906,880,1354,1150,381,1429,1756
jg30429,0,3,0,1,2,0,0,1
jg3674,247,632,297,295,238,197,288,357
jg34352,0,12,0,0,0,0,0,0
jg36458,0,0,0,0,1,0,0,0
jg17844,0,3,0,0,2,0,0,0
jg16280,852,2024,3327,3217,2487,4415,4302,2525
jg26934,10,4,1,4,4,0,0,3
jg29678,16,13,0,0,9,6,2,0
jg3618,1,0,0,0,1,0,0,0
jg34113,412,1000,190,429,388,58,879,440
jg14497,701,1398,595,1042,627,233,996,932
jg32180,713,903,519,629,579,0,1213,1177
jg22902,281,366,298,423,337,291,527,469
jg10865,2,21,5,8,0,2,4,8
jg25907,1,2,3,8,3,2,8,17
jg8789,27,50,28,59,29,10,54,50
jg34331,19,46,1,0,0,0,7,0
jg14042,93,173,50,71,46,18,80,114
jg8529,0,0,0,0,0,0,0,1
jg22692,3199,4594,1124,2286,1735,2,2720,2422
jg1347,0,0,0,0,0,0,0,0
jg27403,1483,2956,1563,1798,1497,1634,2373,2181
jg36541,0,0,0,0,0,0,0,0
jg9545,2867,5720,1403,2719,2181,245,3465,3566
jg14728,37,0,0,0,0,0,0,0
jg34738,22,0,3,1,10,4,4,7
jg2609,2,1,0,1,0,2,0,3
jg2419,34,52,8,10,6,0,14,3
jg11423,26677,39426,406,199,84,211,188,422
jg15967,0,0,0,3,0,0,2,3
jg21924,0,0,1,0,0,0,0,0
jg1257,76,79,16,16,27,20,14,12
jg24693,11949,21603,5861,4130,2950,5744,5318,5041
jg15074,2522,3984,5425,4710,2440,3993,3828,6943
jg22645,8,3,2,11,2,1,5,6
jg7846,1,8,0,0,2,0,7,2
jg25050,2,21,8,8,2,10,11,4
jg5045,1626,3429,1173,1918,1569,676,2019,2335
jg6085,0,0,0,0,0,0,0,0
jg33244,21,25,36,26,33,23,17,10
jg15780,0,0,6,3,12,8,20,8
jg12479,10,14,20,17,22,23,33,24
jg11866,3,13,29,20,3,10,18,14
jg26552,1,0,3,9,1,0,8,15
jg14355,32,99,48,174,0,17,16,135
jg11909,0,0,0,0,0,0,0,0
jg4764,137,215,90,85,79,74,223,187
jg21183,0,0,0,0,0,0,0,0
jg27726,248,492,40,162,107,1,111,147
jg16663,0,0,0,0,0,0,0,1
jg18376,39800,59590,15778,25852,23593,17,32403,36285
jg11033,2,1,5,0,11,0,15,37
jg26350,449,825,290,473,276,0,426,609
jg1340,0,3,1,0,0,0,0,0
jg21209,0,1,0,0,0,0,0,0
jg18185,74,112,144,140,47,182,65,187
jg19507,4,9,18,36,54,45,46,109
jg5506,61,18,1180,163,254,3891,1210,1047
jg6094,0,0,0,0,1,0,0,0
jg9642,2,7,0,1,2,0,2,3
jg25441,27,18,19,10,7,39,23,25
jg35690,2151,2368,1989,1030,776,2353,1446,2418
jg20146,0,0,0,0,0,0,0,0
jg825,692,456,363,1524,735,482,1330,1654
jg27316,1,3,1,5,0,0,1,0
jg6429,0,12,1,1,0,0,0,0
jg32429,6,3,0,0,2,8,3,1
jg37156,0,0,0,0,0,0,0,0
jg23518,539,146,136,190,68,221,136,127
jg37484,0,2,1,0,0,0,0,0
jg6351,5,4,60,3,7,6,10,83
jg24747,206,275,86,57,68,94,60,111
jg18239,0,0,0,0,0,0,0,2
jg10050,0,0,0,0,0,0,0,0
jg23810,0,0,0,0,0,0,0,0
jg6008,4,6,9,3,37,4,23,8
jg18799,1,0,0,0,0,0,0,0
jg17946,2,4,8,0,27,0,14,22
jg28905,452,930,808,560,438,703,891,717
jg19420,75,225,123,397,364,0,472,431
jg19332,0,0,0,0,0,1,0,0
jg20915,261,457,347,584,609,240,405,935
jg5550,126,87,884,617,243,885,305,582
jg14731,28,116,0,4,1,8,2,7
jg25737,0,0,0,0,1,0,0,1
jg36810,0,0,0,0,0,0,0,0
jg26781,52,69,128,134,56,94,127,120
jg17303,1,8,3,3,14,2,13,18
jg32312,0,0,0,0,0,0,0,0
jg26148,0,0,4,1,3,3,1,4
jg17578,0,1,1,0,0,0,0,0
jg10290,979,968,602,366,226,701,366,567
jg30892,16,51,0,0,3,5,4,2
jg16321,83,78,68,50,38,47,106,156
jg28957,25,37,45,38,22,23,44,47
jg1374,29,218,13,72,59,5,58,63
jg28822,5,0,12,23,8,0,20,6
jg6157,0,1,3,1,1,0,0,0
jg37512,0,0,0,0,0,0,0,0
jg24004,112,480,267,193,191,14,387,356
jg26460,462,462,2232,1770,600,1650,1670,1369
jg21361,2,6,4,0,2,0,2,2
jg19269,1,1,0,0,0,0,1,1
jg27769,0,0,0,0,0,0,0,0
jg21403,48,77,17,3,1,0,4,14
jg11818,9,30,1,2,0,0,0,0
jg3131,0,0,0,0,0,0,0,0
jg11651,0,3,0,1,2,0,0,1
jg24387,0,0,1,0,1,1,1,2
jg29289,99,185,61,80,28,25,44,54
jg2119,17,1,2,0,3,0,2,5
jg35887,1,0,0,2,0,0,0,0
jg31271,1,1,1,2,4,1,7,1
jg21497,1,61,1,2,11,2,14,12
jg21820,9520,15939,4424,6504,6012,733,9591,11353
jg27265,0,0,0,0,0,0,0,0
jg26201,58,125,6,2,0,0,0,11
3912_g,0,0,0,0,0,0,0,0
jg25933,26,18,214,174,35,123,47,13
jg1964,0,0,13,30,2,7,8,8
jg22428,659,4001,1636,2025,1551,138,1999,2538
jg19858,17,96,108,85,66,105,114,137
jg16979,1841,3072,775,417,1793,700,2386,532
jg10928,12,33,1,1,1,0,1,4
jg11473,1856,3716,2240,2891,2433,1802,3626,3500
jg11848,18,11,22,13,16,13,36,17
jg2762,17,3,0,0,0,0,0,0
jg36252,0,0,0,0,0,0,0,3
jg35180,5,1,5,38,5,73,14,5
jg3276,1,0,3,0,0,1,0,0
jg9488,0,1,0,0,3,0,2,0
jg4686,854,12681,1312,1071,635,236,389,1003
jg29106,0,0,0,0,0,0,2,1
jg3884,143,229,411,415,207,536,329,40
jg32071,0,0,0,0,0,0,0,0
jg31343,125,182,370,241,200,237,322,336
jg30092,244,527,504,739,698,383,980,928
jg3151,9,10,34,10,6,9,9,12
jg16535,3,1,4,3,0,0,2,4
jg27591,1,0,0,2,0,0,0,0
jg228,46,52,41,33,35,44,40,46
jg27879,0,0,27,8,26,14,16,20
jg19908,24,54,20,21,17,37,14,23
jg11236,0,0,0,0,0,1,0,1
jg24111,100,119,205,99,88,194,111,186
jg3384,6,0,0,1,4,1,4,0
jg4493,474,771,670,855,646,431,734,1112
jg34438,0,0,0,1,0,1,0,0
jg31865,0,0,0,0,0,0,0,0
jg33629,1,2,8,11,12,7,15,11
jg13120,12,24,12,13,10,16,17,8
jg10183,0,0,2,0,0,0,0,0
jg13427,79,280,344,511,409,81,459,467
jg13459,18,13,31,37,14,26,16,26
jg4312,20,23,22,8,2,7,6,8
jg23401,0,0,0,0,0,0,0,2
jg14011,1,11,7,6,31,35,44,33
jg31138,1,2,1,3,0,4,0,6
jg30576,0,0,0,0,0,0,0,0
jg13345,42,35,9,3,5,15,8,2
jg25536,1238,2352,1858,2150,1210,944,2234,2284
jg33122,0,0,0,0,0,0,0,0
jg809,0,2,3,12,7,3,14,4
jg20360,0,0,0,0,0,0,0,0
jg2196,0,1,0,0,0,0,0,0
jg34491,0,26,0,0,0,0,3,0
jg25627,537,684,992,743,427,1037,829,843
jg13384,202,606,361,476,634,395,440,344
jg36919,50,45,100,123,105,3,228,114
jg34601,0,19,3,11,12,244,11,59
jg8447,0,0,0,0,0,0,0,0
jg28820,637,1635,703,960,1009,347,1382,1373
jg27464,1,557,1251,633,1023,1070,180,214
jg18980,72,183,562,369,293,452,343,184
jg29205,0,14,0,0,1,0,0,0
jg17033,4,314,3,3,0,3,1,2
jg34474,73,4,19,12,17,0,199,9
jg10578,0,0,0,0,0,0,0,0
jg761,0,0,0,0,0,0,0,0
jg18602,211,424,197,175,110,169,317,193
jg21000,1735,3566,1747,3351,2332,100,3158,3413
jg27059,0,0,0,0,0,0,0,0
jg14425,0,3,9,0,3,4,13,18
jg7913,153,334,117,256,184,0,246,268
jg20356,0,0,0,0,0,0,0,0
jg5993,0,0,2,1,1,0,4,3
jg15210,4,2,0,0,0,0,0,0
jg6153,6,10,1,0,0,2,0,0
jg3991,145,372,115,269,105,5,196,206
jg13057,0,0,14,13,11,0,16,38
7012_g,0,3,1,0,1,0,4,1
jg34265,81,42,95,94,56,19,12,114
jg23987,18,57,32,52,31,24,56,70
jg9259,87,157,27,83,58,6,100,81
jg31418,1,3,4,1,7,5,8,4
jg20822,0,0,0,0,0,0,0,0
jg20612,0,0,7,4,2,3,8,9
jg19811,725,1495,622,1060,871,110,1180,1401
jg11989,1,7,2,3,2,8,17,9
jg18846,345,658,331,140,46,163,155,170
jg16140,319,953,515,553,436,351,527,733
jg6844,859,3077,1081,2502,1655,3,2054,2189
jg2566,0,13,0,1,1,0,0,0
jg19307,0,9,2,1,0,0,0,1
jg11870,0,0,0,0,0,0,0,0
jg10728,9,13,8,11,18,14,28,13
jg22610,59,102,152,74,33,144,97,69
jg34014,29,49,130,87,76,133,134,167
jg37161,12,0,9,9,27,0,64,14
jg3765,133,187,255,192,108,198,179,218
jg23569,74,191,362,295,174,282,280,386
jg14810,8,70,61,23,8,5,3,6
jg33678,1,5,0,1,0,2,3,6
jg5082,867,937,647,1163,588,218,1020,820
jg9925,4,24,4,4,1,1,0,4
jg15793,0,0,0,0,0,0,0,0
jg2403,0,0,0,0,0,0,0,0
jg420,0,5,0,4,0,2,3,0
jg21648,2,1,1,3,0,0,8,0
jg11217,322,108,380,508,115,874,106,208
jg35526,1,0,0,0,3,0,1,2
jg34160,44,327,25,53,42,27,58,40
jg288,121,99,340,144,71,290,213,238
jg7401,0,3,1,0,1,2,0,0
jg10049,2,10,8,0,1,10,0,2
jg18847,1542,3670,4434,2713,2425,6248,1968,1163
jg19527,0,0,0,5,0,0,0,0
jg37102,0,0,0,0,0,3,0,0
jg26925,0,0,0,0,0,0,0,0
jg27235,0,0,0,0,0,0,0,0
32387_g,0,0,0,0,0,0,0,0
jg2244,0,0,0,0,0,2,0,0
jg1716,10,21,4,5,5,0,4,6
jg23922,2181,3732,1365,2086,1990,323,3186,2841
jg10482,0,0,0,0,0,0,0,0
jg4277,4,24,1,1,0,0,2,0
17932_g,0,0,0,0,0,0,0,0
jg17744,74,136,126,115,81,87,137,159
jg35488,50,40,21,14,36,88,19,4
jg564,139,371,125,234,196,0,309,239
jg13408,36,1,12,9,2,2,1,3
jg19150,0,0,0,0,0,0,0,0
jg23587,501,1068,905,695,543,800,933,1227
jg20330,0,0,0,0,0,5,0,0
jg11843,187,516,288,391,198,74,389,383
jg7725,0,0,3,0,0,0,3,0
jg1480,1,0,0,0,0,0,0,0
jg17969,12,0,1,0,0,0,4,1
jg4659,93268,181268,43952,82024,50911,38,82995,95137
jg16374,12,10,10,4,7,0,9,11
jg12809,560,1688,410,902,718,12,902,966
jg26794,0,0,0,0,0,0,0,1
jg16309,165,236,90,56,18,68,44,15
jg24373,0,0,3,4,2,2,5,4
jg21782,2,1,0,0,0,0,0,0
16929_g,0,0,0,0,0,0,0,0
jg6152,0,1,0,3,0,12,0,4
jg24749,4,7,0,8,1,0,4,2
jg17378,0,0,0,0,0,0,0,0
14203_g,0,0,0,0,0,1,0,0
jg23074,179,147,413,207,99,1159,176,198
jg6870,31,29,25,25,235,17,164,55
jg14161,21354,23383,42445,31581,17844,46495,34191,49479
jg25164,3953,11125,2711,5329,3899,81,6112,5775
jg16364,0,0,0,0,0,1,0,0
jg23921,1068,1617,935,1556,1108,566,1791,1886
32446_g,0,0,0,0,0,0,0,0
jg19912,45,77,95,84,51,68,70,94
