transcripts	GO-terms
gbgene3454	GO:0017157,GO:0006893,GO:0050708,GO:0005737,GO:0006887,GO:0045159,GO:0031201,GO:0000149,GO:0007616,GO:1900073,GO:0005886,GO:0031594,GO:0019905,GO:0005096
gbgene3455	
gbgene3456	
gbgene3457	GO:0005739,GO:0005758,GO:0042803,GO:0005737,GO:0006782,GO:0004109,GO:0006783
gbgene3458	GO:0005739,GO:0009058,GO:0071951,GO:0004479
gbgene3459	GO:0080008,GO:0010891,GO:0005737,GO:0003674,GO:0006629,GO:0005975,GO:0009269,GO:0045717,GO:0010883
gbgene3460	
gbgene3461	
gbgene3462	
gbgene3463	GO:0005856,GO:0007165,GO:0005737
gbgene3464	GO:0031410,GO:0055085,GO:0005524,GO:0042335,GO:0016324,GO:0043190
gbgene3465	GO:0031410,GO:0055085,GO:0005524,GO:0042335,GO:0016324,GO:0043190
gbgene3466	
gbgene3467	GO:0042600,GO:0005201,GO:0008061,GO:0031012,GO:0005576
gbgene3468	
gbgene3469	
gbgene3470	
gbgene3471	GO:0015574,GO:0005887,GO:1904659,GO:0015771,GO:0005355
gbgene3472	
gbgene3473	GO:0005789,GO:0036503
gbgene3474	GO:0008270,GO:0004843,GO:0016579,GO:0000398,GO:0000245,GO:0071011
gbgene3475	GO:0003677,GO:0005634
gbgene3476	
gbgene3477	GO:0042803,GO:0016791,GO:0003993,GO:0016311,GO:0070062,GO:0005634
gbgene3478	
gbgene3479	
gbgene3480	
gbgene3481	
gbgene3482	
gbgene3483	GO:0005730,GO:0031167,GO:0016435,GO:0001510,GO:0000463,GO:0000466,GO:0008173,GO:0030687,GO:0008650
gbgene3484	
gbgene3485	GO:0008270,GO:0006730,GO:0004089,GO:0005886,GO:0016836
gbgene3486	GO:0007298,GO:0001751,GO:0040008,GO:0008134,GO:0005911,GO:0005515,GO:0032436,GO:0045571,GO:0045595,GO:0097009,GO:0009966,GO:0019900,GO:0007096,GO:0008285,GO:0001745,GO:0030707,GO:0036375,GO:0005856,GO:0032456,GO:0016327,GO:0035332,GO:0120219,GO:0046621,GO:0140297,GO:0043065,GO:0098592
gbgene3487	
gbgene3488	GO:0006508,GO:0004252
gbgene3489	GO:0006508,GO:0017171,GO:0004252
gbgene3490	GO:0006898,GO:0005769,GO:0071813,GO:0005509,GO:0038024,GO:0030228,GO:0005041,GO:0005886,GO:0055088,GO:0030229
gbgene3491	GO:0006898,GO:0040003,GO:0030100,GO:0048082,GO:0005829,GO:0005509,GO:0042562,GO:0043235,GO:0005886,GO:0016324
gbgene3492	GO:0035089,GO:0070300,GO:0007298,GO:0035091,GO:0045197,GO:0051490,GO:0060446,GO:0005914,GO:0008104,GO:0007155,GO:0045186,GO:0005515,GO:0007416,GO:0072002,GO:0030709,GO:0005912,GO:0045167,GO:0016324,GO:0055059,GO:0043296,GO:0000226,GO:0007294,GO:0007377,GO:0030010,GO:0090175,GO:0005938,GO:0005915,GO:0003401,GO:0045176,GO:0016325,GO:0034332,GO:0007314,GO:0051660,GO:0007299,GO:0098592,GO:0008594
gbgene3493	
gbgene3494	
gbgene3495	
gbman.GBUE006578-PA.1	GO:0045944,GO:0005887,GO:0002804,GO:0004888,GO:0035212,GO:0070976,GO:0008063,GO:0046627,GO:0005886,GO:0045087,GO:0040015,GO:0007526,GO:0007507,GO:0009897,GO:0002347,GO:0002229,GO:0002225,GO:0005515,GO:0007416,GO:0016201,GO:0035208,GO:0009611,GO:0030308,GO:0009597,GO:0032154,GO:0004896,GO:1902875,GO:0009986,GO:0019955,GO:0038023,GO:0005769,GO:0061760,GO:0050830,GO:0002224,GO:0046790,GO:0009950
gbgene3497	GO:0007041,GO:0010508,GO:0038023,GO:0005737,GO:0005537,GO:0005515,GO:0006892,GO:0048471,GO:0005802,GO:0030136
gbgene3498	
gbgene3499	GO:0021782,GO:0098595,GO:0030424,GO:0045202,GO:0016477,GO:0016020,GO:0008045,GO:0007427,GO:0031594,GO:0007411,GO:0009986,GO:0045887
gbgene3500	GO:0030008,GO:0006891,GO:0005794,GO:0005737,GO:0007110,GO:0000212,GO:1990071,GO:0007112,GO:0048137,GO:0007111,GO:0036063,GO:0043087,GO:0005802,GO:0048193,GO:0000916
gbgene3501	GO:0003755,GO:0000413,GO:0071013
gbgene3502	GO:0008270,GO:0000978,GO:0006355,GO:0003700,GO:0006357,GO:0005634
gbgene3503	GO:0005515,GO:0060260,GO:0016592,GO:0006357,GO:0003712,GO:0070847
gbgene3504	GO:0005737,GO:0000398,GO:0000381,GO:0006397,GO:0071011,GO:0003723,GO:0005634
gbgene3505	GO:0005730,GO:0043069,GO:0003674,GO:0006357,GO:0048477,GO:0005634
gbgene3506	GO:0044183,GO:0030176,GO:0045048
gbgene3507	GO:0005739,GO:0006117,GO:0004029,GO:0005737,GO:0008774,GO:0045471,GO:1901215
gbgene3508	GO:0005739,GO:0006117,GO:0004029,GO:0005737,GO:0008774,GO:0045471,GO:1901215
gbgene3509	GO:0071632,GO:0050802,GO:1903294,GO:0008340,GO:0005249,GO:0055085,GO:0045475,GO:0007637,GO:0016020,GO:0071484,GO:0045938,GO:0006813,GO:0014059,GO:0016057
gbgene3510	GO:0006470,GO:0005737,GO:0004722,GO:0005829,GO:0000278,GO:0005634
gbgene3511	
gbgene3512	
gbgene3513	
gbgene3514	
gbgene3515	
gbgene3516	GO:0005615,GO:0017171,GO:0030728,GO:0046693,GO:0046692,GO:0007618,GO:0007619,GO:0046662,GO:0042811,GO:0005576,GO:0046008,GO:0052689,GO:1901575,GO:0034338,GO:0032504
gbgene3517	
gbgene3518	
gbgene3519	
gbgene3520	
gbgene3521	
gbgene3522	
gbgene3523	GO:0004411,GO:0006559,GO:0006570
gbgene3524	GO:0004411,GO:0006559,GO:0006570
gbgene3525	GO:0000902,GO:0016021,GO:0007476
gbgene3526	GO:0005524
gbgene3527	GO:0008376,GO:0032580,GO:0047238,GO:0030206,GO:0050510
gbgene3528	GO:0051058,GO:0090630,GO:0005737,GO:0060293,GO:0005096
gbgene3529	
gbgene3530	GO:0000122,GO:0003714,GO:0005634,GO:0048190
gbgene3531	GO:0045944,GO:0042393,GO:0005634,GO:0045892,GO:0000791,GO:0031213,GO:0043486,GO:0003712
gbgene3532	GO:0005739,GO:0046693,GO:0004353,GO:0006116,GO:0005737,GO:0005829,GO:0042802,GO:0004352,GO:0006538,GO:0006536
gbgene3533	
gbgene3534	GO:0050995,GO:0006641,GO:0016021,GO:0003677,GO:0016410,GO:0005637,GO:0046889,GO:0005783,GO:0046513,GO:0005634,GO:0050291,GO:0032933
gbgene3535	GO:0006355,GO:0000123,GO:0016573,GO:0043486,GO:0035064,GO:0005634,GO:0035267
gbgene3536	GO:0008150,GO:0003674,GO:0005575
gbman.GBUE012899-PA.1	GO:0045944,GO:0007494,GO:0008586,GO:0007443,GO:0006357,GO:0048190,GO:0007498,GO:0000122,GO:0090571,GO:0007391,GO:0048100,GO:0061629,GO:0003714,GO:0007476,GO:0007398,GO:0000981,GO:0000978,GO:0045705,GO:0003713,GO:0005634,GO:0048813,GO:0030509,GO:0008270,GO:0009953
gbgene3538	GO:0046688,GO:0034599,GO:0061133,GO:0005737,GO:0000502,GO:0015038,GO:0043248,GO:0045880,GO:0097573,GO:0008541,GO:0043161,GO:0070628,GO:0006511,GO:0055070,GO:0043130,GO:0005634,GO:0005838
gbgene3539	GO:0005730,GO:0003723,GO:0042274
gbgene3540	GO:0008150,GO:0003674,GO:0005575
gbgene3541	GO:0031647,GO:0016567,GO:0005515,GO:2000435,GO:0010265,GO:0005634
gbgene3542	GO:0000398,GO:0003682,GO:0010468,GO:0071013,GO:0005634
gbgene3543	GO:0005739,GO:0032981
gbgene3544	GO:0006886,GO:0042051,GO:0046907,GO:0016192,GO:0043231,GO:0030121,GO:0030276,GO:0007411,GO:0048749,GO:0035615
gbgene3545	GO:0008045,GO:0003674,GO:0031225,GO:0007157
gbgene3546	GO:0005887,GO:0003674,GO:0007415,GO:0007157,GO:0008045,GO:0007411
gbgene3547	
gbgene3548	
gbgene3549	
gbgene3550	
gbgene3551	GO:0005737,GO:0003674,GO:0005930,GO:0003341,GO:0060271
gbgene3552	
gbgene3553	
gbgene3554	
gbgene3555	GO:0008150,GO:0003674,GO:0005575
gbgene3556	GO:0015012,GO:0005794,GO:0047464
gbgene3557	
gbgene3558	GO:0007188,GO:0008188,GO:0017046,GO:0016021,GO:0005887,GO:0004948,GO:0008528,GO:0007186,GO:0008036,GO:0007166,GO:0009755,GO:0005886,GO:0009651
gbgene3559	GO:0008150,GO:0003674,GO:0005887
gbgene3560	
gbgene3561	
gbgene3562	GO:0006422,GO:0005737,GO:0017101,GO:0005829,GO:0005524,GO:0003723,GO:0004815
gbgene3563	GO:0005739,GO:0000958,GO:0005759,GO:0016817,GO:0003677,GO:0003678,GO:0032508,GO:0045025,GO:0070131,GO:0097222,GO:0006401,GO:0044528,GO:0005524,GO:0003724,GO:0000965,GO:0090646,GO:0000963
gbgene3564	GO:0005739,GO:0000958,GO:0005759,GO:0016817,GO:0003677,GO:0003678,GO:0032508,GO:0045025,GO:0070131,GO:0097222,GO:0006401,GO:0044528,GO:0005524,GO:0003724,GO:0000965,GO:0090646,GO:0000963
gbgene3565	GO:0005315,GO:0044341,GO:0005436,GO:0005887,GO:0035435
gbgene3566	GO:0001228,GO:0005654,GO:0045893,GO:0006357,GO:0031491,GO:0007155,GO:0005515,GO:0007349,GO:0010628,GO:0000792,GO:0007476,GO:0002052,GO:0000981,GO:0000978,GO:0030178,GO:0045892,GO:0043565,GO:0005634,GO:0045931,GO:0000785,GO:2000543,GO:0140587,GO:0000278,GO:0000976
gbgene3567	
gbman.GBUE011537-PA.1	GO:0000122,GO:0000978,GO:0007517,GO:0030154,GO:0006357,GO:0005634,GO:0007521,GO:0000981
gbgene3569	
gbgene3570	GO:0051119,GO:0046323,GO:0005351,GO:0005887
gbgene3571	GO:0015755,GO:0033300,GO:0005887,GO:0005353,GO:1904659,GO:0070837,GO:0005886,GO:0005355
gbgene3572	GO:0015755,GO:0033300,GO:0005887,GO:0005353,GO:1904659,GO:0070837,GO:0005886,GO:0005355
gbgene3573	GO:0019898,GO:0003674,GO:0045053,GO:0006623,GO:0007005
gbgene3574	
gbgene3575	
gbgene3576	GO:0019898,GO:0003674,GO:0045053,GO:0006623,GO:0007005
gbgene3577	GO:0048149,GO:0006471,GO:0016192,GO:0007283,GO:0005525,GO:0097305,GO:0005886,GO:0003924,GO:0008047,GO:0005912,GO:0006886,GO:0001745,GO:0030036,GO:0055037,GO:0032154,GO:0007520,GO:0005769,GO:0048488,GO:0007269,GO:0005829,GO:0007112
gbgene3578	GO:0045211,GO:0042981,GO:0097060,GO:0004518,GO:1901215
gbgene3580	GO:0004853,GO:0005829,GO:0006783
gbgene3579	GO:0004853,GO:0005829,GO:0006783
gbgene3581	GO:0016021,GO:0008559,GO:0097254,GO:0017085,GO:0055085,GO:0042626,GO:0015562,GO:0009636,GO:0005524,GO:0005886,GO:0042908,GO:0043190
gbgene3582	GO:0008354,GO:0008559,GO:0016021,GO:0097254,GO:0006855,GO:0005887,GO:0017085,GO:0055085,GO:0042626,GO:0015562,GO:0001666,GO:0009636,GO:0043190,GO:0005524,GO:0005886,GO:0042908,GO:0042910
gbgene3583	GO:0007614,GO:0006508,GO:0004252,GO:0005044,GO:0016020,GO:0008061,GO:0007616,GO:0005576,GO:0032024,GO:0042593
gbgene3584	GO:0016021,GO:0008559,GO:0097254,GO:0017085,GO:0055085,GO:0042626,GO:0015562,GO:0009636,GO:0005524,GO:0005886,GO:0042908,GO:0043190
gbgene3585	GO:2000650,GO:0000209,GO:0005737,GO:0016567,GO:0005829,GO:0048814,GO:0061630,GO:0070534,GO:0045732,GO:0043161
gbgene3586	
gbgene3587	GO:0008150,GO:0003674,GO:0005575
gbgene3588	
gbman.GBUE010308-PA.1	GO:0035089,GO:0070300,GO:0007298,GO:0035091,GO:0045197,GO:0051490,GO:0060446,GO:0005914,GO:0008104,GO:0007155,GO:0045186,GO:0005515,GO:0007416,GO:0072002,GO:0030709,GO:0005912,GO:0045167,GO:0016324,GO:0055059,GO:0043296,GO:0000226,GO:0007294,GO:0007377,GO:0030010,GO:0090175,GO:0005938,GO:0005915,GO:0003401,GO:0045176,GO:0016325,GO:0034332,GO:0007314,GO:0051660,GO:0007299,GO:0098592,GO:0008594
gbgene3590	GO:0006357,GO:0070577,GO:0005634,GO:0035060
gbgene3591	GO:0003674,GO:0005887
gbgene3592	GO:0042923,GO:0008188,GO:0043005,GO:0016021,GO:0070374,GO:0005887,GO:0007186,GO:2000253,GO:0007218,GO:0036400,GO:0005886,GO:0040014,GO:0040018,GO:0004983
gbgene3593	
gbgene3594	GO:0042923,GO:0008188,GO:0043005,GO:0016021,GO:0070374,GO:0005887,GO:0007186,GO:2000253,GO:0007218,GO:0036400,GO:0005886,GO:0040014,GO:0040018,GO:0004983
gbgene3595	GO:0007286,GO:0097206,GO:0035010,GO:0016192,GO:0005525,GO:0060446,GO:0005886,GO:0008582,GO:0046843,GO:0032488,GO:0046928,GO:0030011,GO:0003924,GO:0030041,GO:0010592,GO:0031532,GO:0005737,GO:0006897,GO:0042060,GO:0005515,GO:0007391,GO:0007349,GO:0008045,GO:0006909,GO:0035099,GO:0030426,GO:0009611,GO:0048675,GO:0030027,GO:0007411,GO:0019901,GO:0016477,GO:0030031,GO:0030424,GO:0007409,GO:0016028,GO:0046330,GO:0045177,GO:0046664,GO:0048010,GO:0030833,GO:0050770,GO:0030036,GO:0005938,GO:0031175,GO:0045200,GO:0016318,GO:0005634,GO:0048813,GO:0007266,GO:0008360,GO:0045185,GO:0045860,GO:0072659,GO:0035011,GO:0048812,GO:0051491,GO:0030866,GO:0090303,GO:0051601,GO:0050975,GO:0048477,GO:0035318,GO:0032794,GO:0007274,GO:0035147
gbgene3596	GO:0022857,GO:0055085,GO:0005764
gbgene3597	GO:0022857,GO:0055085,GO:0005764
gbgene3598	
gbgene3599	GO:0022857,GO:0055085,GO:0005764
gbgene3600	GO:0022857,GO:0055085,GO:0005764
gbgene3601	GO:0022857,GO:0055085,GO:0005764
gbgene3602	GO:0022857,GO:0055085,GO:0005764
gbgene3603	
gbgene3604	GO:0015171,GO:0006865,GO:0003333,GO:0005886
gbgene3605	
gbgene3606	GO:0022625,GO:0043025,GO:0005737,GO:0006412,GO:0022626,GO:0002181,GO:0003735,GO:0000027
gbgene3607	GO:0017148,GO:0006402,GO:0030014
gbgene3608	GO:0031370,GO:0005737,GO:0000184,GO:0005515,GO:0035145,GO:0043024,GO:1903259,GO:1990448,GO:0002191,GO:0003723,GO:0008190
gbgene3609	GO:0007015,GO:0051015,GO:0031982,GO:0000146,GO:0007368,GO:0005737,GO:0071907,GO:0015629,GO:0005938,GO:0048803,GO:0030050,GO:0005524,GO:0005886,GO:0016459,GO:0061525,GO:0005902,GO:0007498,GO:0005546
gbgene3610	GO:0043565,GO:0003682,GO:0006355,GO:0005515,GO:0032991,GO:0000791,GO:0006357,GO:0005634,GO:0000981
gbgene3611	GO:0006493,GO:0009100,GO:0006491,GO:0016231,GO:0010468,GO:0045475,GO:0016573,GO:0009266
gbgene3612	GO:0006493,GO:0009100,GO:0006491,GO:0016231,GO:0010468,GO:0045475,GO:0016573,GO:0009266
gbgene3613	
gbman.GBUE021094-PA.1	GO:0035288,GO:0007409,GO:0007389,GO:0000978,GO:0001700,GO:0035277,GO:0010468,GO:0035284,GO:0007420,GO:0014019,GO:0007424,GO:0030154,GO:0007419,GO:0000977,GO:0006357,GO:0005634,GO:0048813,GO:0000981
gbgene3615	
gbgene3616	GO:0016791,GO:0012505,GO:0016311
gbgene3617	GO:0008150,GO:0005575,GO:0008173
gbgene3618	GO:0042734,GO:0090630,GO:0005085,GO:0035025,GO:0035011,GO:0007480,GO:0031594,GO:0046928
gbgene3619	
gbgene3620	
gbgene3621	GO:0015755,GO:0033300,GO:0005887,GO:0005353,GO:1904659,GO:0070837,GO:0005886,GO:0005355
gbgene3622	GO:0008643,GO:0051119,GO:0016021,GO:0055085
gbgene3623	
gbgene3624	
gbgene3625	GO:0045944,GO:0007605,GO:0000978,GO:0003677,GO:0060086,GO:0001751,GO:0046530,GO:0001745,GO:0006355,GO:0010114,GO:0009649,GO:0035271,GO:0043153,GO:0001752,GO:0006357,GO:0005634,GO:0000981
gbgene3626	
gbgene3627	
gbgene3628	GO:0042734,GO:0007605,GO:0007614,GO:1900074,GO:0000226,GO:0007528,GO:0043195,GO:0036062,GO:0007165,GO:0070050,GO:0005886,GO:0031594,GO:0048675,GO:0045887
gbman.GBUE021184-PA.1	GO:0000785,GO:0000228,GO:0046975,GO:0031490,GO:0006355,GO:0005721,GO:0010452,GO:0005700,GO:0018992,GO:0005634,GO:0042054
gbgene3630	GO:0008270,GO:0030234,GO:0042176,GO:0008340,GO:0000502,GO:0034515,GO:0043161,GO:0008540,GO:0005634,GO:0005838
gbgene3631	GO:0008270,GO:0030234,GO:0042176,GO:0008340,GO:0000502,GO:0034515,GO:0043161,GO:0008540,GO:0005634,GO:0005838
gbgene3632	GO:0004722,GO:0006470,GO:0005634
gbgene3633	
gbgene3634	
gbgene3635	GO:0008270,GO:0030234,GO:0042176,GO:0008340,GO:0000502,GO:0034515,GO:0043161,GO:0008540,GO:0005634,GO:0005838
gbman.GBUE016868-PA.1	GO:0006470,GO:0005737,GO:0004721,GO:0004722,GO:0005829,GO:0005634,GO:0006469,GO:0043169
gbgene3637	GO:0005739,GO:0008775,GO:0006083,GO:0003986,GO:0005829,GO:0019679
gbgene3638	
gbgene3639	GO:0007035,GO:0046034,GO:0005769,GO:0005829,GO:0005524,GO:0005886,GO:0046961,GO:1902600,GO:0005903,GO:0048471,GO:0033181,GO:0000221
gbgene3640	GO:0097638,GO:0000064,GO:0015189,GO:0003333,GO:0006865,GO:0015171,GO:0005886,GO:1903352
gbgene3641	
gbgene3642	GO:0005739,GO:0005759,GO:0035072,GO:0035071,GO:0006102,GO:0006099
gbgene3643	
gbgene3644	
gbgene3645	
gbgene3646	
gbgene3647	GO:0045944,GO:0008587,GO:0007491,GO:0003713,GO:0035223,GO:1990907,GO:0035293,GO:0006357,GO:0007367,GO:0060070,GO:0005634
gbgene3648	GO:0045451,GO:0005737,GO:0000398,GO:0009952,GO:0007277,GO:0005829,GO:0019094,GO:1990904,GO:0071011,GO:0071013
gbgene3649	GO:0030968
gbgene3650	GO:0000977,GO:0006357,GO:0000981
gbgene3651	GO:0047617
gbgene3652	GO:0008270,GO:0004842,GO:0005737,GO:0016567,GO:0000151,GO:0061630,GO:0071596
gbgene3653	GO:0005739,GO:0005759,GO:0003985,GO:0006635,GO:0003988
gbgene3654	
gbgene3655	GO:0000122,GO:0003677,GO:0005634,GO:0009952,GO:0007517,GO:0045893,GO:0007411,GO:0007431,GO:0140297,GO:0045924,GO:0008049,GO:0042063,GO:0006357,GO:0048477,GO:0000976,GO:0048813,GO:0009880
gbgene3656	
gbgene3657	
gbgene3658	
gbgene3659	
gbgene3660	
gbgene3661	
gbgene3662	GO:0017171,GO:0005811,GO:0004806,GO:0016042
gbgene3663	
gbgene3664	GO:0006898,GO:0032370,GO:0005769,GO:0005509,GO:0005041,GO:0005886,GO:0071813,GO:0030229
gbgene3665	GO:0006898,GO:0005769,GO:0071813,GO:0005509,GO:0038024,GO:0030228,GO:0005041,GO:0005886,GO:0055088,GO:0030229
gbgene3666	GO:0030976,GO:0006099,GO:0004591,GO:0031966,GO:0006091
gbgene3667	GO:0006511,GO:0061631,GO:0070936,GO:0000209
gbgene3668	GO:0005615,GO:0006942,GO:0008345,GO:0071855,GO:0002209,GO:0008344,GO:0048018,GO:0007218,GO:1900075,GO:0007204,GO:0010459,GO:0045822
gbgene3669	GO:0006470,GO:0004721,GO:0004722,GO:0005829,GO:0043169
gbgene3670	GO:0006470,GO:0004721,GO:0004722,GO:0005829,GO:0043169
gbgene3671	
gbgene3672	
gbgene3673	GO:0005615,GO:0006518,GO:0016020,GO:0005507,GO:0009620,GO:0005576,GO:0007613,GO:0032504,GO:0044719,GO:0016715
gbman.GBUE005770-PA.1	GO:0045944,GO:0007254,GO:0046844,GO:0046843,GO:0006357,GO:0046529,GO:0051124,GO:0042060,GO:0005515,GO:0007391,GO:0045823,GO:0046982,GO:0000981,GO:0000978,GO:0005667,GO:0008348,GO:0005634,GO:0042127,GO:0005829,GO:0007464,GO:0051726,GO:0010259,GO:0035976
gbman.GBUE005769-PA.1	GO:0010508,GO:0000045,GO:0006914,GO:0035069,GO:0016239,GO:0035096,GO:1990316,GO:0019901,GO:0019904,GO:0000407
gbgene3676	
gbman.GBUE005768-PA.1	GO:0045944,GO:0048856,GO:0030154,GO:0006357,GO:0042752,GO:0020037,GO:0016322,GO:0010468,GO:0016319,GO:0007411,GO:0000978,GO:0048526,GO:0045475,GO:0048842,GO:0004879,GO:0005634,GO:0008270,GO:0031103,GO:0003682
gbgene3679	
gbgene3680	GO:0045944,GO:0043433,GO:0048542,GO:0006357,GO:0070983,GO:0046665,GO:0007521,GO:0007507,GO:0008258,GO:0022416,GO:0010468,GO:0035050,GO:0005515,GO:0007391,GO:0008045,GO:0061629,GO:0048665,GO:0007390,GO:0007411,GO:0008407,GO:0000981,GO:0007409,GO:0000978,GO:0035310,GO:0005634,GO:0000987,GO:0000977
gbgene3681	
gbgene3682	GO:0005819
gbgene3683	GO:0045214,GO:0004674,GO:0004672,GO:0071689,GO:0031674,GO:0018105,GO:0018107,GO:0030017,GO:0005524,GO:0008307,GO:0030018,GO:0007498,GO:0046777
gbgene3684	GO:0045214,GO:0004674,GO:0004672,GO:0071689,GO:0031674,GO:0018105,GO:0018107,GO:0030017,GO:0005524,GO:0008307,GO:0030018,GO:0007498,GO:0046777
gbgene3685	
gbgene3686	
gbgene3687	GO:0005918,GO:0005635,GO:0016334,GO:0005886,GO:0001736,GO:0034334,GO:0005737,GO:0016332,GO:0007043,GO:0016333,GO:0005912,GO:0016324,GO:0035209,GO:0002009,GO:0005080,GO:0035003,GO:0035088,GO:0045179,GO:0045494,GO:0035509,GO:0045196,GO:0032033,GO:0016327,GO:0045176,GO:0034332,GO:0008594
gbgene3688	GO:0005918,GO:0005635,GO:0016334,GO:0005886,GO:0001736,GO:0034334,GO:0005737,GO:0016332,GO:0007043,GO:0016333,GO:0005912,GO:0016324,GO:0035209,GO:0002009,GO:0005080,GO:0035003,GO:0035088,GO:0045179,GO:0045494,GO:0035509,GO:0045196,GO:0032033,GO:0016327,GO:0045176,GO:0034332,GO:0008594
gbgene3689	
gbgene3690	
gbgene3691	GO:0007605,GO:0016028,GO:0008104,GO:0017022,GO:0005515,GO:0007602,GO:0030159,GO:0005516,GO:0009881,GO:0016059,GO:0071482,GO:0016027,GO:0031473,GO:0050962
gbgene3692	GO:0046597,GO:0005198,GO:0006891,GO:0006886,GO:0005794,GO:0030126,GO:0006888,GO:0000902,GO:0010883,GO:0045089,GO:0050829
gbgene3693	GO:0015020,GO:0005794,GO:0035269
gbgene3694	GO:0015020,GO:0005794,GO:0035269
gbgene3695	GO:0032264,GO:0005829,GO:0006188,GO:0003876,GO:0046033
gbgene3696	
gbgene3697	GO:0005615,GO:0016327,GO:0007160,GO:0005920,GO:0005515,GO:0090528
gbgene3698	GO:0008219,GO:0006508,GO:0006915,GO:0005576,GO:0005764,GO:0045476,GO:0004190,GO:0050829
gbgene3699	
gbman.GBUE000550-PA.1	GO:0005615,GO:0046330,GO:0060250,GO:0007517,GO:0005109,GO:0045165,GO:0005102,GO:0005125,GO:0007424,GO:0030182,GO:0005576,GO:0048675,GO:0060070
gbgene3701	
gbgene3702	GO:0005575,GO:0097573
gbgene3703	
gbgene3704	
gbgene3705	
gbgene3706	
gbgene3707	
gbgene3708	
gbgene3709	GO:0034220,GO:0043005,GO:0005887,GO:0050877,GO:0004888,GO:0014069,GO:0007271,GO:0007630,GO:0007632,GO:0060079,GO:0006812,GO:0005892,GO:0045202,GO:0022848,GO:0030425,GO:0007268,GO:0045211,GO:0007165,GO:0030594,GO:0042391,GO:0043197
gbgene3710	
gbgene3711	
gbgene3712	GO:0034220,GO:0042391,GO:0043005,GO:0016021,GO:0006812,GO:0042166,GO:0045211,GO:0005887,GO:0050877,GO:0004888,GO:0045202,GO:0007165,GO:0022848,GO:0030594,GO:0005892,GO:0007268
gbgene3713	GO:0034220,GO:0043005,GO:0005887,GO:0050877,GO:0004888,GO:0014069,GO:0007271,GO:0007630,GO:0007632,GO:0060079,GO:0006812,GO:0005892,GO:0045202,GO:0022848,GO:0030425,GO:0007268,GO:0045211,GO:0007165,GO:0030594,GO:0042391,GO:0043197
gbgene3714	
gbgene3715	GO:0060297,GO:0051015,GO:0005865,GO:0030838
gbgene3716	GO:0046872,GO:0007032,GO:0005769,GO:0006897,GO:0035091,GO:0008333,GO:0005770
gbgene3717	
gbgene3718	
gbgene3719	GO:0001227,GO:0006355,GO:0035317,GO:0045475,GO:0007275,GO:0007424,GO:0010259,GO:0045823,GO:0007622,GO:0007623,GO:0005634,GO:0008407
gbman.GBUE021279-PA.1	GO:0050907,GO:0016021,GO:0015276,GO:0016020
gbgene3721	GO:0043005,GO:0050808,GO:0005887
gbgene3722	
gbgene3723	GO:0043005,GO:0050808,GO:0003674,GO:0005887
gbgene3724	
gbgene3725	
gbgene3726	
gbgene3727	
gbgene3728	
gbgene3729	GO:0043197,GO:0005794,GO:0005737,GO:0072657,GO:0050839,GO:0005886,GO:0007268,GO:0048749,GO:0030424,GO:0043025
gbgene3730	
gbgene3731	GO:0016247,GO:0042391,GO:0016020
gbgene3732	GO:0098801,GO:0022409,GO:0008285,GO:0072659,GO:0043495,GO:0010669,GO:0030036,GO:0098592,GO:0060090,GO:0016324
gbgene3733	
gbgene3734	GO:0008270,GO:0031146,GO:0016567,GO:0005737,GO:0000151,GO:0019005,GO:0070922,GO:0042981,GO:1900368,GO:0006511,GO:0048471
gbgene3735	
gbgene3736	
gbgene3737	GO:0008270,GO:0004842,GO:0051865,GO:0000151,GO:0061630,GO:0006511,GO:0014059
gbgene3738	
gbgene3739	
gbgene3740	
gbman.GBUE014935-PA.1	GO:0000977,GO:0006357,GO:0000981
gbgene3741	
gbgene3742	GO:0000977,GO:0006357,GO:0000981
gbgene3743	
gbgene3744	GO:0006357,GO:0003677,GO:0005634
gbgene3745	
gbgene3746	
gbgene3747	
gbgene3748	GO:0000977,GO:0006357,GO:0000981
gbgene3749	
gbgene3750	
gbgene3751	
gbgene3752	
gbgene3753	
gbgene3754	
gbgene3755	
gbgene3756	
gbgene3757	
gbgene3758	
gbgene3759	
gbgene3760	GO:0007269,GO:0003674,GO:0008021,GO:0016082,GO:0099503,GO:0035147
gbgene3761	GO:0031398,GO:0005794,GO:0000151,GO:0007034,GO:0035220,GO:0050699,GO:0005783,GO:0045747,GO:0030001,GO:0005770,GO:0045746,GO:0006511,GO:0048471
gbgene3762	GO:0016021,GO:0016327,GO:0005920,GO:0005887,GO:0005515,GO:0061028,GO:0008347,GO:0090528
gbgene3763	GO:0042169,GO:0005737,GO:0005515,GO:0008293,GO:0045500,GO:0005886,GO:0046578,GO:0042461,GO:0007465,GO:0008595
gbgene3764	GO:0043014,GO:0045504,GO:0036158,GO:0005737
gbgene3765	GO:0004674,GO:0006468,GO:0008285,GO:0035556,GO:0007030,GO:0018105,GO:0007616,GO:0005524,GO:0005886,GO:0045471,GO:0009950,GO:0004697,GO:0034389
gbgene3766	GO:0006357,GO:0005634,GO:1990837,GO:0000981
gbgene3767	GO:0016021,GO:0008340,GO:0007186,GO:0004930,GO:0007166,GO:0042594
gbgene3768	GO:0005887,GO:0007166,GO:0007186,GO:0004930
gbgene3769	
gbgene3770	
gbgene3771	
gbgene3772	
