transcripts	GO-terms
gbman.GBUE000893-PA.1	GO:0062129,GO:0040003,GO:0031012,GO:0008010
gbman.GBUE000894-PA.1	GO:0062129,GO:0040003,GO:0031012,GO:0008010
gbman.GBUE000895-PA.1	GO:0062129,GO:0040003,GO:0031012,GO:0008010
gbman.GBUE000896-PA.1	GO:0062129,GO:0040003,GO:0031012,GO:0008010
gbman.GBUE000897-PA.1	GO:0062129,GO:0040003,GO:0031012,GO:0008010
gbgene9385	GO:0097320,GO:0030100,GO:0005543,GO:0061024,GO:0005886,GO:1990146,GO:0005737,GO:0005515,GO:0045313,GO:0007053,GO:0016028,GO:0000281,GO:0036090,GO:0032154,GO:0035996,GO:0007010,GO:0045211,GO:0071212,GO:0007112,GO:0008289,GO:0042052,GO:0005768,GO:0030496,GO:0045887
gbgene9386	
gbgene9387	GO:0003682,GO:0006338,GO:0031507,GO:0000976
gbgene9388	GO:0003682,GO:0006338,GO:0031507,GO:0000976
gbgene9389	
gbgene9390	
gbgene9391	GO:0000776,GO:0003676
gbgene9392	GO:0004672,GO:0006468,GO:0051754,GO:0005813,GO:0005524,GO:0007094
gbgene9393	GO:0071254,GO:0005737,GO:0000387,GO:0005515,GO:0008344,GO:0035075,GO:0007591,GO:0007629,GO:0032797,GO:0005634
gbgene9394	GO:0005730,GO:0007219,GO:0045747,GO:0045746,GO:0005112,GO:0000027
gbgene9395	GO:0005739,GO:0070006,GO:0006508,GO:0004177,GO:0030145,GO:0008233
gbgene9396	GO:0009113,GO:0004044,GO:0040016,GO:0008340,GO:0006164,GO:0048477
gbgene9397	GO:0005737,GO:0004638,GO:0005829,GO:0006189,GO:0004639
gbgene9398	GO:0000127,GO:0006383
gbgene9399	GO:0004568,GO:0006032,GO:0018990,GO:0005975,GO:0008061,GO:0005576
gbgene9400	GO:0004674,GO:0005814,GO:0007098,GO:0005635,GO:0035046,GO:0051315,GO:0030726,GO:0005524,GO:0035044,GO:1990023,GO:0030954,GO:0005737,GO:0006468,GO:0035050,GO:0005515,GO:0000776,GO:0000922,GO:0005874,GO:0004672,GO:0051257,GO:0032465,GO:0005828,GO:0005813,GO:0034613,GO:0000915,GO:0007344,GO:0005634,GO:0007140,GO:0007112,GO:0005819,GO:0048600,GO:0000940,GO:0007143,GO:0007406,GO:0007147,GO:0000278,GO:0007058,GO:0030496
gbgene9401	GO:0012505
gbgene9402	GO:0046523,GO:0019509
gbgene9403	GO:0012505,GO:0006723,GO:0050660,GO:0005515,GO:0005829,GO:0010181,GO:0016491,GO:0003958,GO:0009725
gbgene9404	GO:0007417,GO:0005737,GO:0003725,GO:0048132,GO:0070918,GO:0005515,GO:0031054,GO:0070922,GO:0070578,GO:0035197,GO:1905172,GO:0030718,GO:0030422,GO:0009047,GO:0010586,GO:0070920
gbgene9405	GO:0006357,GO:0031519,GO:0005634,GO:0000981
gbgene9406	
gbgene9407	
gbgene9408	
gbgene9409	
gbgene9410	
gbgene9411	
gbgene9412	
gbgene9413	
gbgene9414	
gbgene9415	
gbgene9416	
gbgene9417	GO:0005230,GO:0034220,GO:0043005,GO:0016021,GO:0005887,GO:0050877,GO:0004888,GO:0005254,GO:0019182,GO:0007165,GO:0019183,GO:0045202,GO:0006821,GO:1902476,GO:0030594,GO:0042391,GO:0007268,GO:0043052
gbgene9418	GO:0005829,GO:0004032
gbman.GBUE021124-PA.1	GO:0016021,GO:0050911,GO:0004888,GO:0004984,GO:0005549,GO:0032590,GO:0005886,GO:0007608
gbgene9420	GO:0000244,GO:0005682,GO:0030532,GO:0005737
gbgene9421	
gbgene9422	
gbgene9423	
gbgene9424	
gbgene9425	GO:0005739,GO:0034551,GO:0032979,GO:0005743,GO:0015450,GO:0005524,GO:0016887
gbgene9426	
gbgene9427	GO:0004745,GO:0016020
gbgene9428	GO:0007007,GO:0003674,GO:0070584,GO:0031305,GO:0005743,GO:0007005,GO:0042775
gbgene9429	
gbgene9430	
gbgene9431	GO:0005747,GO:0003674,GO:0032981
gbgene9432	GO:0008270,GO:0031267,GO:0030139,GO:0031398,GO:0003677,GO:0032483,GO:0045177,GO:0005085,GO:0005829,GO:0016192,GO:0051036,GO:0007474,GO:0035214,GO:0040015
gbman.GBUE017106-PA.1	GO:0004497,GO:0042742,GO:0005506,GO:0016705,GO:0020037
gbman.GBUE019404-PA.1	GO:0004497,GO:0031000,GO:0005506,GO:0046680,GO:0016705,GO:0020037
gbman.GBUE019405-PA.1	GO:0004497,GO:0031000,GO:0005506,GO:0046680,GO:0016705,GO:0020037
gbgene9435	
gbgene9436	
gbgene9437	
gbgene9438	
gbgene9439	
gbgene9440	
gbgene9441	
gbgene9442	
gbgene9443	
gbgene9444	
gbgene9445	GO:0030688,GO:0000469,GO:0004521,GO:0030490
gbgene9446	
gbgene9447	
gbgene9448	
gbgene9449	GO:0007298,GO:0045035,GO:1990001,GO:0007283,GO:0043154,GO:0048800,GO:0031398,GO:0097340,GO:0000209,GO:0005737,GO:0022416,GO:0046329,GO:0005515,GO:0044390,GO:0045116,GO:0061663,GO:0006915,GO:0046673,GO:0090263,GO:1990381,GO:0004842,GO:1903688,GO:2001271,GO:0061630,GO:0043027,GO:0004869,GO:0089720,GO:0007289,GO:0031624,GO:0048471,GO:0005634,GO:0031625,GO:0043066,GO:0008270,GO:0051865,GO:0051726,GO:0005876,GO:0070936
gbgene9450	GO:0005773,GO:0034722,GO:0046900
gbgene9451	GO:0007444,GO:0016491,GO:0005886,GO:0007263,GO:0008156,GO:0009725,GO:0020037,GO:0046620,GO:0002027,GO:0010181,GO:0005777,GO:0007416,GO:0012506,GO:0008285,GO:0050660,GO:0005516,GO:0032496,GO:0006527,GO:0005634,GO:0007399,GO:0005829,GO:0031284,GO:0006809,GO:0050661,GO:0004517
gbgene9452	
gbgene9453	GO:0007444,GO:0016491,GO:0005886,GO:0007263,GO:0008156,GO:0009725,GO:0020037,GO:0046620,GO:0002027,GO:0010181,GO:0005777,GO:0007416,GO:0012506,GO:0008285,GO:0050660,GO:0005516,GO:0032496,GO:0006527,GO:0005634,GO:0007399,GO:0005829,GO:0031284,GO:0006809,GO:0050661,GO:0004517
gbgene9454	GO:0042734,GO:0007605,GO:0007614,GO:1900074,GO:0000226,GO:0007528,GO:0043195,GO:0036062,GO:0007165,GO:0070050,GO:0005886,GO:0031594,GO:0048675,GO:0045887
gbgene9455	GO:0017171,GO:0005575,GO:0052689
gbman.GBUE014792-PA.1	GO:0000122,GO:0045944,GO:0017053,GO:0140682,GO:0032453,GO:0033696,GO:0005634,GO:0006325,GO:0050660,GO:0005515,GO:0016491,GO:0034720,GO:0090309,GO:0007474,GO:0048477,GO:0003682,GO:0070828
gbgene9457	
gbgene9458	
gbgene9459	
gbman.GBUE001721-PA.1	GO:0048935,GO:0003401,GO:0060049,GO:0007165,GO:0005886,GO:0060026
gbgene9461	
gbman.GBUE017307-PA.1	GO:0000122,GO:0045944,GO:0017053,GO:0140682,GO:0032453,GO:0033696,GO:0005634,GO:0006325,GO:0050660,GO:0005515,GO:0016491,GO:0034720,GO:0090309,GO:0007474,GO:0048477,GO:0003682,GO:0070828
gbgene9463	GO:0004530,GO:0098795,GO:0005524,GO:0090501,GO:0080188,GO:0005737,GO:0035194,GO:0005515,GO:0070922,GO:0035197,GO:0030422,GO:0098586,GO:0003730,GO:0045089,GO:0070919,GO:0009597,GO:0070578,GO:0004525,GO:0007626,GO:0006309,GO:0033227,GO:0005634,GO:0090502,GO:0016443,GO:0002230,GO:0051607,GO:0031507,GO:0031054,GO:0045752,GO:0016442,GO:0009047,GO:0003723,GO:0008186
gbgene9464	GO:0006974,GO:0006272,GO:0006260,GO:0007307,GO:0007052,GO:0005737,GO:0019985,GO:0006275,GO:0042542,GO:0030337,GO:0009411,GO:0003677,GO:0043626,GO:0072702,GO:0006261,GO:0006289,GO:0005634,GO:0000785,GO:0006298,GO:0003682
gbgene9465	GO:0022625,GO:0006412,GO:0022626,GO:0002181,GO:0003735
gbgene9466	
gbgene9467	
gbgene9468	
gbgene9469	GO:0007606,GO:0005549,GO:0005576,GO:0005550,GO:0007608
gbgene9470	GO:0009948,GO:0042393,GO:0007419,GO:0006357,GO:0048749,GO:0045926,GO:0005515,GO:0030713,GO:0007409,GO:0043565,GO:0045892,GO:0030708,GO:0005634,GO:0008270,GO:0031507,GO:0042802,GO:0140259,GO:0005700,GO:0022008,GO:0003682
gbgene9471	GO:0016593,GO:0051568
gbgene9472	GO:0003676,GO:0006364,GO:0005524,GO:0003724,GO:0005634,GO:0007526
gbgene9473	GO:0016021,GO:0005887,GO:0038039,GO:0004888,GO:0007193,GO:0007186,GO:0007214,GO:0046982,GO:0004965
gbgene9474	GO:0005739,GO:0016212,GO:0005737,GO:0009058,GO:0030170,GO:0070189,GO:0047804
gbgene9475	
gbgene9476	GO:0008150,GO:0003674,GO:0005575
gbgene9477	
gbgene9478	
gbgene9479	
gbgene9480	
gbgene9481	
gbgene9482	
gbgene9483	
gbgene9484	
gbgene9485	
gbgene9486	
gbgene9487	
gbgene9488	
gbgene9489	GO:0016021,GO:0008340,GO:0007186,GO:0004930,GO:0007166,GO:0042594
gbgene9490	
gbgene9491	
gbgene9492	
gbgene9493	
gbgene9494	GO:0007018,GO:0005737,GO:0005515,GO:0005871,GO:0019894,GO:0043227,GO:0046843
gbgene9495	
gbgene9496	
gbgene9497	
gbgene9498	
gbgene9499	
gbgene9500	GO:0060074,GO:0097105,GO:0005887,GO:0005886,GO:0048499,GO:0031594,GO:0002121,GO:0051124,GO:0007628,GO:0050804,GO:0005515,GO:0048790,GO:0042043,GO:0045433,GO:0007158,GO:0045202,GO:0097104,GO:0048065,GO:0050808,GO:2000331,GO:0035176,GO:0007268,GO:0050805,GO:0009986,GO:0045211,GO:0008345,GO:0038023,GO:0048488,GO:0007274
gbgene9501	
gbgene9502	
gbgene9503	
gbgene9504	
gbgene9505	
gbgene9506	
gbgene9507	
gbgene9508	GO:0008061,GO:0040003,GO:0062129,GO:0005214
gbgene9509	GO:0008061,GO:0040003,GO:0062129,GO:0005214
gbgene9510	GO:0008061,GO:0040003,GO:0062129,GO:0005214
gbgene9511	
gbgene9512	GO:0008061,GO:0040003,GO:0062129,GO:0005214
gbgene9513	GO:0008061,GO:0040003,GO:0062129,GO:0005214
gbgene9514	
gbgene9516	
gbgene9515	
gbgene9517	
gbgene9518	
gbgene9519	
gbgene9520	GO:0008046,GO:0007156,GO:0050808,GO:0042332,GO:0005886,GO:0030424,GO:0043025
gbgene9521	
gbgene9522	
gbgene9523	
gbgene9524	
gbgene9525	
gbgene9526	
gbgene9527	
gbgene9528	
gbgene9529	GO:0003677
gbgene9530	GO:0008270,GO:0009631,GO:0005575
gbgene9531	GO:0008270,GO:0009631,GO:0005575
gbgene9532	GO:0008270,GO:0004842,GO:0007219,GO:0000209,GO:0005737,GO:0006897,GO:0008104,GO:0016567,GO:0005515,GO:0008593,GO:0046331,GO:0061630,GO:0045747,GO:0007423,GO:0045807,GO:0045179
gbgene9533	GO:0043005,GO:0045169,GO:0036062,GO:0005886,GO:0031594,GO:0042734,GO:1900074,GO:0043195,GO:0070050,GO:0030507,GO:0048675,GO:0000226,GO:0044325,GO:0008093,GO:0007605,GO:0007614,GO:0072659,GO:0007528,GO:0007165,GO:0045170,GO:0045887
gbgene9534	GO:0042734,GO:0007605,GO:0007614,GO:1900074,GO:0000226,GO:0007528,GO:0043195,GO:0036062,GO:0007165,GO:0070050,GO:0005886,GO:0031594,GO:0048675,GO:0045887
gbgene9535	GO:0042734,GO:0007605,GO:0007614,GO:1900074,GO:0000226,GO:0007528,GO:0043195,GO:0036062,GO:0007165,GO:0070050,GO:0005886,GO:0031594,GO:0048675,GO:0045887
gbgene9536	
gbgene9537	
gbgene9538	GO:0042734,GO:0007605,GO:0007614,GO:1900074,GO:0000226,GO:0007528,GO:0043195,GO:0036062,GO:0007165,GO:0070050,GO:0005886,GO:0031594,GO:0048675,GO:0045887
gbgene9539	
gbgene9540	GO:0035336,GO:0005777,GO:0080019,GO:0043231
gbgene9541	GO:0035336,GO:0005777,GO:0080019,GO:0043231
gbgene9542	
gbgene9543	
gbgene9544	GO:0005634
gbgene9545	
gbgene9546	
gbgene9547	
gbgene9548	GO:0007018,GO:0008017,GO:0005871,GO:0003777,GO:0005524,GO:0005874
gbgene9549	GO:0035002,GO:0045176,GO:0046961,GO:0005886,GO:1902600,GO:0007430,GO:0033181,GO:0000221
gbgene9550	
gbgene9551	
gbgene9552	
gbgene9553	
gbgene9554	
gbgene9555	
gbgene9556	
gbgene9557	
gbgene9558	GO:0043186,GO:1990904,GO:0017148,GO:0014881,GO:0045214,GO:0005737,GO:0005515,GO:0000381,GO:0031965,GO:0006376,GO:0007281,GO:0007319,GO:0036099,GO:0003730,GO:2000738,GO:0005634,GO:0003729,GO:0031536,GO:0016604,GO:0048477,GO:0003723
gbgene9559	
gbgene9560	
gbgene9561	GO:0007035,GO:0035149,GO:0043291
gbgene9562	GO:0120009,GO:0005770,GO:1902936
gbgene9563	GO:0120009,GO:0005770,GO:1902936
gbgene9564	GO:0120009,GO:0005770,GO:1902936
gbgene9565	GO:0120009,GO:0005770,GO:1902936
gbgene9566	GO:0120009,GO:0005770,GO:1902936
gbgene9567	GO:1902936
gbgene9568	
gbgene9569	GO:0007035,GO:0035149,GO:0043291
gbgene9570	GO:0003676,GO:0008270,GO:0051607
gbgene9571	GO:0035002,GO:0016471,GO:0046961,GO:1902600,GO:0007430,GO:0033181
gbgene9572	GO:0031267,GO:0005829,GO:0006606,GO:0005635
gbgene9573	
gbgene9574	
gbgene9575	GO:0003677,GO:0005634
gbgene9576	
gbman.GBUE021125-PA.1	GO:0007381,GO:0000978,GO:0048728,GO:0007382,GO:0006357,GO:0005634,GO:0000981
gbgene9579	
gbman.GBUE007923-PA.1	GO:0007381,GO:0000978,GO:0048728,GO:0007382,GO:0006357,GO:0005634,GO:0000981
gbgene9581	GO:0030234,GO:0005829,GO:0005509,GO:0006936,GO:0032036,GO:0050790,GO:0005859,GO:0016460,GO:0007498
gbgene9582	GO:0035151,GO:0035159,GO:0008045,GO:0007424,GO:0005886
gbgene9583	
gbgene9584	
gbgene9585	GO:0030261,GO:0000785,GO:0000819,GO:0051304,GO:0005737,GO:0005634,GO:0000793,GO:0000070,GO:0005524,GO:0000796,GO:0005694,GO:0007419,GO:0016887,GO:0000278,GO:0003682,GO:0007076
gbgene9586	GO:0000978,GO:0003677,GO:0005634,GO:0043565,GO:0045892,GO:0005515,GO:0007379,GO:0035075,GO:0003700,GO:0043007,GO:0043035,GO:0006357,GO:0000976,GO:0006349
gbgene9587	GO:0046579,GO:0007165
gbgene9588	GO:0005887,GO:0007166,GO:0007186,GO:0004930
gbgene9589	GO:0034220,GO:0042391,GO:0043005,GO:0045211,GO:0005887,GO:0015464,GO:0050877,GO:0045202,GO:0007165,GO:0022848,GO:0030431,GO:0030594,GO:0005892,GO:0007268
gbgene9590	
gbgene9591	
gbgene9592	
gbgene9593	GO:0034220,GO:0042391,GO:0043005,GO:0045211,GO:0005887,GO:0015464,GO:0050877,GO:0045202,GO:0007165,GO:0022848,GO:0030431,GO:0030594,GO:0005892,GO:0007268
gbgene9594	GO:0005832,GO:0051082,GO:0005737,GO:0140662,GO:0006457,GO:0005524,GO:0016887
gbgene9595	GO:0034220,GO:0042391,GO:0043005,GO:0045211,GO:0005887,GO:0015464,GO:0050877,GO:0045202,GO:0007165,GO:0022848,GO:0030431,GO:0030594,GO:0005892,GO:0007268
gbman.GBUE011966-PA.1	GO:0001746,GO:0007487,GO:0001751,GO:0007386,GO:0007418,GO:0016539,GO:0035224,GO:0048066,GO:2000010,GO:2000274,GO:0035222,GO:0045861,GO:0007224,GO:0005886,GO:0008347,GO:0007367,GO:0048099,GO:0002385,GO:0007346,GO:0009880,GO:0007507,GO:0060914,GO:0005737,GO:0010468,GO:0005515,GO:0005509,GO:0048100,GO:0008544,GO:0005576,GO:0007446,GO:0010628,GO:0007440,GO:0016015,GO:0016335,GO:0007476,GO:0002052,GO:0005615,GO:0035288,GO:0001708,GO:0030139,GO:0035217,GO:0035231,GO:0035277,GO:0035290,GO:0001745,GO:0016540,GO:0031410,GO:0007442,GO:0007280,GO:0007458,GO:0007478,GO:0005634,GO:0005113,GO:0008354,GO:0045168,GO:2000495,GO:0034111,GO:0035154,GO:0007506,GO:0035232,GO:0007473,GO:0035289,GO:0007427,GO:0005768,GO:0035215
gbman.GBUE021176-PA.1	GO:0008150,GO:0005575,GO:0008484
gbgene9598	
gbgene9599	GO:0003677,GO:0005085,GO:0016601,GO:0005856,GO:0005575,GO:0008092
gbgene9600	
gbgene9601	GO:0003677,GO:0005085,GO:0016601,GO:0005856,GO:0005575,GO:0008092
gbgene9602	GO:0003677,GO:0005085,GO:0016601,GO:0005856,GO:0005575,GO:0008092
gbgene9603	GO:0022625,GO:0022626,GO:0002181,GO:0003735,GO:0003723,GO:0000027
gbgene9604	GO:0005509,GO:0008407
gbgene9605	GO:0048278,GO:0007482,GO:0031201,GO:0048787,GO:0000149,GO:0016192,GO:0005886,GO:0012505,GO:0017157,GO:0016081,GO:0043195,GO:0005515,GO:0007349,GO:0031629,GO:0006886,GO:0007317,GO:0000281,GO:0005484,GO:0016021,GO:0006887,GO:0007269,GO:0008021,GO:0006906,GO:0007274
gbgene9606	
gbgene9607	GO:0012505,GO:0004672,GO:0005794,GO:0005737,GO:0006468,GO:0042127,GO:0042803,GO:0005829,GO:0006888,GO:0035556,GO:0036335,GO:0009306,GO:0005524,GO:0008361
gbgene9608	
gbgene9609	GO:0030234,GO:0008340,GO:0006123,GO:0050790,GO:1904960,GO:0005751
gbgene9610	
gbgene9611	GO:0030619,GO:0070122,GO:0005737,GO:0000398,GO:0097157,GO:0030532,GO:0030620,GO:0017070,GO:0007283,GO:0005682,GO:0017069,GO:0007419,GO:0071011,GO:0030623,GO:0000244,GO:0071013,GO:0140492
gbgene9612	
gbgene9613	GO:0000049,GO:0005737,GO:0006432,GO:0004826,GO:0005524,GO:0009328
gbgene9614	GO:0005736,GO:0042797,GO:0001056,GO:0006360,GO:0006366,GO:0005665,GO:0005666,GO:0001054,GO:0001055
gbgene9615	GO:0005736,GO:0042797,GO:0003677,GO:0001056,GO:0003899,GO:0006360,GO:0006366,GO:0005665,GO:0005666,GO:0001054,GO:0001055
gbgene9616	GO:0045944,GO:0000785,GO:0003677,GO:0005515,GO:0005705,GO:0000791,GO:0016573,GO:1990841,GO:0044545,GO:0006357,GO:0005700,GO:0005634
gbgene9617	GO:0005763,GO:0006412,GO:0003735,GO:0015935,GO:0032543
gbgene9618	GO:0004842,GO:0071006,GO:0005737,GO:0000398,GO:0005681,GO:0006325,GO:0016567,GO:0061630,GO:0000381,GO:0000974,GO:0071011,GO:0006281,GO:0071013
gbgene9619	GO:0006378,GO:0008409,GO:0006398,GO:0005515,GO:0005847,GO:0004521,GO:0003723
gbgene9620	
gbgene9621	
gbgene9622	GO:0004568,GO:0006032,GO:0018990,GO:0005975,GO:0008061,GO:0005576
gbgene9623	GO:0022841,GO:0016021,GO:0005887,GO:0030322,GO:0071805,GO:0005267
gbgene9624	
gbgene9625	
gbgene9626	GO:0008270,GO:0005737,GO:0045047,GO:0005783,GO:0043161
gbgene9627	
gbgene9628	
gbman.GBUE021087-PA.1	GO:0019226,GO:0006811,GO:0016021,GO:0038023,GO:0050911,GO:0004970,GO:0071683,GO:0004984,GO:0005929,GO:0009649,GO:0010378,GO:0005886,GO:0050907,GO:0015026,GO:0015276
gbman.GBUE009415-PA.1	GO:0019226,GO:0006811,GO:0016021,GO:0038023,GO:0050911,GO:0004970,GO:0071683,GO:0004984,GO:0005929,GO:0009649,GO:0010378,GO:0005886,GO:0050907,GO:0015026,GO:0015276
gbgene9631	GO:0008150,GO:0003674,GO:0005575
gbgene9632	GO:0071207,GO:0005737,GO:0051028,GO:0006398,GO:0071204,GO:0003729,GO:0005515,GO:0005634,GO:0007076,GO:0035613
gbgene9633	
gbgene9634	
gbgene9635	
gbgene9636	GO:0005251,GO:0001700,GO:0016021,GO:0005249,GO:0002027,GO:0071805,GO:0008076,GO:0022843,GO:0005516,GO:0006813,GO:0060048
gbgene9637	GO:0000380,GO:0005791,GO:0043021,GO:0005737,GO:0000398,GO:0016604,GO:0045727,GO:0042052,GO:0008355,GO:0071011,GO:0071013,GO:0005634,GO:0032528
gbgene9638	
gbgene9639	GO:0007303,GO:0008069,GO:0007419,GO:0005886,GO:0009408,GO:0005096,GO:0010001,GO:0005737,GO:0032291,GO:0005515,GO:0019991,GO:0009786,GO:0001965,GO:0055059,GO:0050832,GO:0003015,GO:0006979,GO:0045179,GO:0007310,GO:0008277,GO:0007186,GO:0030866,GO:0000578,GO:0005092,GO:0060857,GO:0042594
gbgene9640	GO:0008089,GO:0007018,GO:0019896,GO:0008090,GO:0000278
gbgene9641	GO:0036064,GO:0003674,GO:0044782,GO:0005813
gbgene9642	GO:0043541,GO:0006488,GO:0004577
gbgene9643	GO:0008270,GO:0005794,GO:0005737,GO:0061630,GO:0005770,GO:0006511
gbman.GBUE004632-PA.1	GO:0006979,GO:0020037,GO:0004601
gbman.GBUE004633-PA.1	GO:0006508,GO:0017171,GO:0004252,GO:0009620
gbgene9646	
gbgene9647	
gbgene9648	
gbgene9649	
gbgene9650	GO:0048843,GO:0048036,GO:0001700,GO:0071526,GO:0042048,GO:0045499,GO:0030335,GO:0007411,GO:0030215
gbgene9651	
gbman.GBUE000023-PA.1	GO:0004842,GO:0045751,GO:0000209,GO:0002225,GO:0005515,GO:0005829,GO:0061630,GO:0045752,GO:0008063,GO:0019207,GO:0045087,GO:1900425,GO:0070936,GO:1905035,GO:0009898
gbgene9653	
gbgene9654	GO:0008028,GO:0016021,GO:0015718,GO:0055085
gbgene9655	GO:0008028,GO:0016021,GO:0015718,GO:0055085
gbgene9656	GO:0006508,GO:0004198,GO:0007399,GO:0005737
gbgene9657	
gbgene9658	
gbgene9659	GO:0007018,GO:0036157,GO:0036158,GO:0045504,GO:0045503,GO:0003341
gbgene9660	GO:0045944,GO:0000978,GO:0001228,GO:0005634
gbman.GBUE000032-PA.1	GO:0003924,GO:0017151,GO:0005737,GO:0003743,GO:0005515,GO:0005829,GO:0005525,GO:0006413
gbgene9662	
gbgene9663	
gbgene9664	
gbgene9665	GO:0021782,GO:0008069,GO:0007424,GO:0042059,GO:0060446,GO:0005886,GO:0120177,GO:0043407,GO:0110109,GO:0048513,GO:0009898,GO:0045177,GO:0035171,GO:0001745,GO:0046533,GO:0016318,GO:0046580,GO:0045314,GO:0070373,GO:0055001,GO:0040037,GO:0005829
gbgene9666	
gbgene9667	GO:0017171,GO:0009636,GO:0016787,GO:0007586
gbgene9668	
gbgene9669	
gbgene9670	GO:0007015,GO:0034236,GO:0045880,GO:0007591,GO:0007283,GO:0008603,GO:0007419,GO:0008103,GO:0004862,GO:0005737,GO:0045879,GO:0045471,GO:0030552,GO:0008355,GO:2000480,GO:2000253,GO:0019933,GO:0005952,GO:0007274
gbgene9671	
gbgene9672	
gbgene9673	GO:0007015,GO:0034236,GO:0045880,GO:0007591,GO:0007283,GO:0008603,GO:0007419,GO:0008103,GO:0004862,GO:0005737,GO:0045879,GO:0045471,GO:0030552,GO:0008355,GO:2000480,GO:2000253,GO:0019933,GO:0005952,GO:0007274
gbgene9674	GO:0016591,GO:0000993,GO:0031124
gbgene9675	GO:0005666,GO:0006384
gbgene9676	GO:0003676,GO:0005730,GO:0000175,GO:0004527,GO:0031125,GO:0031126,GO:0005634
gbgene9677	GO:0003676,GO:0005730,GO:0000175,GO:0004527,GO:0031125,GO:0031126,GO:0005634
gbgene9678	GO:0008270,GO:0070006,GO:0005737,GO:0006508,GO:0042277,GO:0043171
gbgene9679	GO:0005669,GO:0006367,GO:0006366,GO:0046982,GO:0016251
gbgene9680	GO:0006357,GO:0002098,GO:0033588
gbgene9681	GO:0022841,GO:0016021,GO:0005887,GO:0030322,GO:0071805,GO:0046982,GO:0005267
gbgene9682	GO:0019948,GO:0005737,GO:0002225,GO:0140540,GO:0045752,GO:0016925,GO:0032446,GO:0051092,GO:0031510,GO:0033134,GO:0005634
gbgene9683	GO:0051536,GO:0005829,GO:0051539,GO:0016226,GO:0140663,GO:0005524
gbgene9684	GO:0030317,GO:0007020,GO:0005737,GO:0005200
gbgene9685	GO:0003688,GO:0003697,GO:0045678,GO:0006260,GO:0006270,GO:0042023,GO:1901693,GO:0031298,GO:0030261,GO:0035214,GO:0005634,GO:0045931
gbman.GBUE006515-PA.1	GO:0061086,GO:0006355,GO:0007350,GO:0016581,GO:0006357,GO:0070983,GO:0035098,GO:0010629,GO:0000122,GO:0070822,GO:2001229,GO:0008340,GO:0005515,GO:0016580,GO:0048477,GO:0003714,GO:1902692,GO:0045879,GO:0016575,GO:0045892,GO:0031523,GO:0000118,GO:0035065,GO:0005634,GO:0000785,GO:0017053,GO:0031507,GO:0005705,GO:0045129,GO:0050771,GO:0030261,GO:0005700,GO:0004407,GO:0031061,GO:0045664
gbman.GBUE006516-PA.1	GO:0045944,GO:0001228,GO:0006355,GO:0008286,GO:0007420,GO:0090575,GO:0016348,GO:0003700,GO:0006357,GO:0008347,GO:0000122,GO:0007417,GO:0005737,GO:0017022,GO:0032991,GO:0046982,GO:0000981,GO:0048736,GO:0000978,GO:0043565,GO:0071456,GO:0005634,GO:0045676,GO:0032869,GO:0034751,GO:0048477
gbgene9688	GO:0072546,GO:0012505,GO:0008150,GO:0032977
gbgene9689	GO:0008150,GO:0003674,GO:0005575,GO:0106370
gbgene9690	
gbgene9691	GO:0000978,GO:0003677,GO:0007399,GO:0035220,GO:0000977,GO:0006357,GO:0005634,GO:0007476,GO:0000981
gbgene9692	
gbgene9693	
gbgene9694	GO:0008270,GO:0004842,GO:0005737,GO:0072572,GO:0005829,GO:0061630,GO:0032436,GO:0031648,GO:0090263,GO:0006511,GO:0005634
gbgene9695	
gbgene9696	GO:0008270,GO:0004842,GO:0005737,GO:0072572,GO:0005829,GO:0061630,GO:0032436,GO:0031648,GO:0090263,GO:0006511,GO:0005634
gbgene9697	
gbgene9698	GO:0061059,GO:0005654,GO:0006355,GO:0045893,GO:0016199,GO:0003700,GO:0006357,GO:0007526,GO:0005737,GO:0010468,GO:1902667,GO:0005515,GO:0045467,GO:0008406,GO:0007411,GO:0007409,GO:0003677,GO:0005634,GO:0048813,GO:0006964,GO:0007464,GO:0035167,GO:0045476
gbgene9699	GO:0061059,GO:0005654,GO:0006355,GO:0045893,GO:0016199,GO:0003700,GO:0006357,GO:0007526,GO:0005737,GO:0010468,GO:1902667,GO:0005515,GO:0045467,GO:0008406,GO:0007411,GO:0007409,GO:0003677,GO:0005634,GO:0048813,GO:0006964,GO:0007464,GO:0035167,GO:0045476
gbgene9700	GO:0061059,GO:0005654,GO:0006355,GO:0045893,GO:0016199,GO:0003700,GO:0006357,GO:0007526,GO:0005737,GO:0010468,GO:1902667,GO:0005515,GO:0045467,GO:0008406,GO:0007411,GO:0007409,GO:0003677,GO:0005634,GO:0048813,GO:0006964,GO:0007464,GO:0035167,GO:0045476
gbgene9701	GO:0008270,GO:0000978,GO:0005737,GO:0005876,GO:0006357,GO:0005634,GO:0000981
gbgene9702	GO:0061059,GO:0005654,GO:0006355,GO:0045893,GO:0016199,GO:0003700,GO:0006357,GO:0007526,GO:0005737,GO:0010468,GO:1902667,GO:0005515,GO:0045467,GO:0008406,GO:0007411,GO:0007409,GO:0003677,GO:0005634,GO:0048813,GO:0006964,GO:0007464,GO:0035167,GO:0045476
